Speaker	Sentence
S:	"""I'm going to plant some rows of peas over there,"""
S:	see what happen.
S:	"""But I have the ag on that property,"""
S:	it doesn’t cost me that much.
S:	"""that land,"""
S:	the taxes is sky high when you do that.
S:	"""I went to church up there few weeks back,"""
S:	and I was surprised that people knew me;
S:	I didn’t know them.
S:	But I asked them who they was;
S:	I knew they parents.
S:	They done growed up.
S:	"""Grown men and women,"""
S:	"""they knew me,"""
S:	but I didn't know them.
S:	What denomination was the church?
S:	It’s a Baptist church.
S:	"""I go there on Sundays to that corner,"""
S:	that big old Baptist church right on the corner.
S:	I attend that church.
S:	It’s the Friendship Baptist Church.
S:	Been going there a long time.
S:	Has it been there since you moved here or?
S:	Huh?
S:	Has the church been there since you moved here?
S:	It’s nice.
S:	Has it been—was it there when you moved here?
S:	That church is a hundred and—it was established in 1888.
S:	Mmhm.
S:	"""And my aunt told in her lifetime—see,"""
S:	it’s a basement below the ground.
S:	The other part is built on top of it.
S:	That part was built in 1911.
S:	"""My aunt told me,"""
S:	"""say they called it the “church in the hole,"""
S:	 when they would go to school over there to Union Academy.
S:	"""That’s when they went to Lincoln,"""
S:	that was built.
S:	They always called it the “church in the hole” ‘cause it was down in the ground.
S:	But it’s still there.
S:	That where we go to church at.
S:	I'm going to go to a meeting ‘round there tonight probably.
S:	Do you recognize anyone else at the church that you grew up with?
S:	Huh?
S:	Anyone else you grew up with when you were little that still goes to the church with you?
S:	"""No,"""
S:	"""now—them people I grew up with,"""
S:	"""there only two of them left living,"""
S:	and most of them dead.
S:	"""And I talked to my brother this morning,"""
S:	him and I were born the same year.
S:	"""He’s up there in Alachua,"""
S:	but he live down south.
S:	"""And we were just talking about most all the guys and women,"""
S:	women and men we grew up with;
S:	most of them dead.
S:	"""I went to a,"""
S:	"""we have a ministers’ and deacons’ meeting,"""
S:	"""I went to Olustee,"""
S:	Florida.
S:	You know where that is?
S:	"""It’s 40-something miles out from—going through here,"""
S:	on this side of Lake City.
S:	"""And I say,"""
S:	"""I’m about one of the oldest persons there,"""
S:	I guess.
S:	"""I never would have—I saw quite a few of them in their seventies,"""
S:	but—.
S:	"""Get old,"""
S:	and peoples can't get around.
S:	"""Put them in a nursing home,"""
S:	they can't get around.
S:	"""In fact,"""
S:	my people died in they fifties.
S:	Forties and fifties.
S:	"""And I’m in my eighties,"""
S:	so that make a difference.
S:	"""My son,"""
S:	he fifty- seven;
S:	he the youngest.
S:	"""September the 11th,"""
S:	he be 57.
S:	What’s your son’s name?
S:	Is he—
S:	His name is Alvin B Butler.
S:	The third?
S:	No.
S:	"""See we thought—the middle name,"""
S:	we don’t have the same middle name.
S:	"""I didn’t realize,"""
S:	"""I had told them I wanted to name him Alvin,"""
S:	"""and one day they wanted to name him Bernard,"""
S:	and so they didn’t take the Bernard out.
S:	"""I found out later on,"""
S:	Bernard still;
S:	"""I let it stay there,"""
S:	I wouldn’t change it.
S:	"""His name Alvin Bernard,"""
S:	and his son named after him.
S:	"""I was named after my daddy,"""
S:	except I didn’t change it.
S:	"""When I found out it would cost me a hundred dollars to change,"""
S:	so I just let it stay like it was.
S:	What’s your middle name?
S:	Alvin Calvin.
S:	Alvin Calvin?
S:	"""Yeah it’s my grandson,"""
S:	he lived in Orlando.
S:	"""He have a condo,"""
S:	"""apartment out here on 6th Street,"""
S:	"""University Avenue middle of Boardwalk they call it,"""
S:	and he come here once in a while.
S:	[].
S:	"""I was telling him,"""
S:	"""I said,"""
S:	“When you getting married?
S:	 And he said he taking a test this weekend.
S:	"""He wants to go to one of them—Yale University or something,"""
S:	get a degree in Masters.
S:	"""He got his bachelor’s in 4 years,"""
S:	and some kind of business he wants to go into.
S:	"""He done took half the test,"""
S:	take the other half on Saturday.
S:	"""When he in high school,"""
S:	he got a 1600.
S:	He made a perfect score on the SAT test.
S:	He got a perfect score?
S:	"""They called him on campus—in school,"""
S:	"""they called him “the 1600."""""""
S:	He made a perfect score.
S:	"""He was a student in South Carolina,"""
S:	but he came back herebecause every summer he attended the summer program.
S:	So he be back probably next weekend to see us.
S:	Now when he come back up he see that.
S:	"""We don't have,"""
S:	my daughters didn’t have no children.
S:	"""They always say,"""
S:	“We’re good.
S:	And they didn’t have any.
S:	"""But my son,"""
S:	my son have a daughter.
S:	"""And I think she took a trip now,"""
S:	I don't know what it is.
S:	Are you guys proud of your children and what they’ve accomplished?
S:	"""Well thankfully,"""
S:	they didn’t get in no trouble.
S:	"""‘Cause some of them,"""
S:	"""I see out there getting in trouble,"""
S:	jail and all that.
S:	I don’t like all that.
S:	"""When I put,"""
S:	wouldn’t be able to do nothing about it.
S:	I didn’t like that.
S:	"""They’ve made it so far,"""
S:	anyhow.
S:	"""Like my son,"""
S:	"""he work with the people who have problems,"""
S:	go to jail and have problems.
S:	"""He have two offices in Gainesville,"""
S:	"""and have an office in Ocala,"""
S:	"""one in Palatka,"""
S:	and one out in St.
S:	Augustine.
S:	"""He teach classes,"""
S:	"""he works real hard,"""
S:	"""and comes in sometimes ten o’clock at night,"""
S:	go out and check on the cows and things.
S:	"""Like,"""
S:	"""week before that,"""
S:	we had a calf born.
S:	And it couldn’t stand up.
S:	"""The mother had no milk,"""
S:	that what it was.
S:	We didn’t know ‘til it was too late.
S:	And the fellow died.
S:	"""We give him a bottle,"""
S:	"""a cup a day,"""
S:	but he died.
S:	"""We had coyotes killing the calves,"""
S:	"""the baby calves,"""
S:	too.
S:	We lost four calves to coyotes killing them.
S:	"""We have one of those—we bought one of those scopes,"""
S:	to see at night now.
S:	Night vision goggles?
S:	You can see them at night.
S:	"""See,"""
S:	that one time them things come in at night and kill those things.
S:	"""And wild hogs would go out in the pasture,"""
S:	root the grass up.
S:	"""Well see,"""
S:	"""those the grass roots,"""
S:	tear the grass up for the cows to graze on.
S:	It take money to get cattle going.
S:	"""You have to feed them all through the winter,"""
S:	and those grass farms we got to buy all the hay up for them to eat during the wintertime.
S:	"""Right now if I drive the gate now,"""
S:	even [] we've got cows [] grazing.
S:	"""If I drive to the gate,"""
S:	"""they see the car or truck,"""
S:	they come a-running.
S:	They know we always feed them.
S:	I see you have a picture of Obama.
S:	Uh-huh.
S:	What did you think of the election?
S:	"""Well,"""
S:	we got what happened.
S:	"""Majority of the people vote,"""
S:	and that’s who they get.
S:	"""and regardless of who is the president,"""
S:	they can’t do but so much.
S:	They can’t pass a bill;
S:	the senators overrule them.
S:	"""They want to do something,"""
S:	whether they Democrat or Republican.
S:	And I know lot of people worrying about Democrat or Republican.
S:	It depend on who people put into office and how the senators go along with it.
S:	"""If you the president and he want to do something,"""
S:	"""and the majority of senators disagree with it,"""
S:	he can’t pass it.
S:	"""See,"""
S:	"""that’s the way the system works,"""
S:	ain’t it?
S:	Mmhm.
S:	Mmhm.
S:	Democratic system.
S:	And that’s the way it go.
S:	But it’s dog-eat-dog in that they all lie to you when they run a campaign.
S:	The first time I voted was in 1940—.
S:	"""Right now,"""
S:	you can’t get no driver’s license permit ‘til you sixteen.
S:	I had mine when I was fourteen.
S:	"""During that time,"""
S:	we got them earlier.
S:	Do you remember who you voted for?
S:	Hm?
S:	Do you remember who you voted for?
S:	"""Yeah,"""
S:	I know who I vote for.
S:	I voted for Truman during that time.
S:	Yep.
S:	"""I know who I vote for,"""
S:	who I voted for.
S:	"""Well who you vote for,"""
S:	"""they going have some thing that they do you oppose,"""
S:	you don’t agree on everything.
S:	"""But the other,"""
S:	it’s some things he do you don’t agree with.
S:	So.
S:	"""Like the local election,"""
S:	"""you have the different politicians,"""
S:	"""people in politics,"""
S:	they crooked.
S:	"""Now,"""
S:	"""see,"""
S:	where the school board will require a uniform.
S:	And [].
S:	And everybody’s going wear a uniform.
S:	But so many young people now wearing those pants hanging off them;
S:	I don’t like that.
S:	Showing their underwear and all that.
S:	"""But it ain’t what I like,"""
S:	it’s what people want to do.
S:	Here some of my pictures of my family.
S:	"""Turn the light on,"""
S:	there.
S:	"""Pull that switch up there,"""
S:	I’ll show—that light switch over here.
S:	Where?
S:	Up there. Pull that.
S:	This one?
S:	One of them.
S:	"""Yeah,"""
S:	I’ll show you some more photos.
S:	That was my momma when she was about sixteen years old.
S:	She was sixteen.
S:	That’s her picture there.
S:	And that’s my wife’ mother there and her father.
S:	And we have all them pictures of them right here.
S:	"""Like here,"""
S:	"""this is—that’s me and my wife,"""
S:	there.
S:	There.
S:	"""And that’s my daughter,"""
S:	and that’s my niece here.
S:	Yeah.
S:	And you can’t see all of them.
S:	This is my oldest daughter when she was a few months old.
S:	That’s the one that fixing to retire.
S:	That’s with them.
S:	"""There’s the other daughter,"""
S:	and that my son.
S:	"""And the same room there where she was,"""
S:	where that picture taken.
S:	This my mother and father picture.
S:	Can you see that?
S:	Mmhm.
S:	That’s him.
S:	Right in front of their house there.
S:	That’s the house out in Kirkwood?
S:	"""Yeah,"""
S:	uh-huh.
S:	"""Yeah,"""
S:	that’s the house.
S:	"""They moved so many pictures around,"""
S:	my wife did.
S:	I'll show you the house out there too.
S:	I’ll show you the house again.
S:	"""I guess my next question would be,"""
S:	"""looking back in your life,"""
S:	do you have any regrets about anything?
S:	"""No,"""
S:	I really don’t.
S:	"""I mean,"""
S:	"""I mean,"""
S:	"""what happened,"""
S:	just happened.
S:	"""It’s some people that they hate different people,"""
S:	I don’t have hate against nobody.
S:	"""Because what will happen will happen,"""
S:	don’t even worry about it.
S:	"""The way I see it,"""
S:	"""and I wonder about people saying they’re Christian,"""
S:	they don’t like that person or like that person;
S:	"""I can’t understand,"""
S:	I don’t believe in that.
S:	I just can’t understand it.
S:	All kinds of people all over the world that think different.
S:	"""They believe in God,"""
S:	but they—you a Christian?
S:	I’m Presbyterian.
S:	Presbyterian.
S:	I thought y’all would be Christian.
S:	"""No,"""
S:	well.
S:	You don't believe Jesus Christ died?
S:	Mmhm.
S:	People have different faiths.
S:	"""And I had to tell this the other night,"""
S:	we have class.
S:	"""Some of them say how—let me see,"""
S:	who wrote the first five books of the Bible?
S:	Do you know who wrote the first five books?
S:	"""No,"""
S:	not off the top of my head.
S:	Let me see.
S:	"""I know,"""
S:	can’t think of it.
S:	"""But in other words,"""
S:	"""regardless,"""
S:	"""see,"""
S:	Adam was the first person.
S:	"""And Eve—took a rib,"""
S:	for Eve.
S:	That what it say.
S:	"""They wondered how they,"""
S:	how did he know the right—?
S:	But don't even worry about how it happened.
S:	"""He got knowledge from somewhere,"""
S:	we was told somewhere to do it.
S:	I’ll be doggone!
S:	The first five books of the—.
S:	"""Adam and Eve,"""
S:	peoples who planned that.
B:	"people go into churches and different things,"""
B:	they teach you.
B:	"""I used to listen,"""
B:	because if you read the Bible it make an illustration.
B:	"""See,"""
B:	"""if you go back to on University Avenue,"""
B:	that’s back this way.
B:	"""And you leave here and you go around to 8th Avenue,"""
B:	"""and you go on down there to 10th Street,"""
B:	and then cross over at the—.
B:	"""It didn’t say why you going that way,"""
B:	so how they going to tell you why?
B:	All you doing was what written.
B:	"""But people,"""
B:	they go on complaining.
B:	"""They have,"""
B:	"""“Because this—."""""""
B:	 You don’t what happened.
B:	I don’t agree with you.
B:	All you go by is what written in the book.
B:	All you go by is what written in the book.
B:	Some think they know it all;
B:	I sit and listen.
B:	"""Some peoples get up,"""
B:	"""some of the younger mens,"""
B:	"""they get up,"""
B:	see;
B:	"""‘people are old,"""
B:	and they don't know what’s going on.
B:	""" But they’ll be old one day,"""
B:	"""too,"""
B:	"""and they don't know what going on,"""
B:	and they be guessing.
B:	"""If it not in the book,"""
B:	you speculating.
B:	"""Like,"""
B:	"""we have Sunday school,"""
B:	you going by commentaries with the lesson.
B:	"""You write commentaries,"""
B:	this person writes commentaries.
B:	"""Now,"""
B:	"""the same Bible verse,"""
B:	and you write down what you think it mean.
B:	"""You speculating what you think it mean,"""
B:	and I’m doing what I think it means.
B:	That don’t mean I’m right.
B:	That’s the way I see it.
B:	Everybody is somebody.
B:	"""I thought—see,"""
B:	"""I never forget,"""
B:	"""my dad always told me,"""
B:	"“Never over nobody because White,"""
B:	"""Black,"""
B:	"""blue,"""
B:	or green.
B:	"""He say you could have a billion dollars,"""
B:	"""and ask for a drink of water,"""
B:	"""or bread,"""
B:	and you can’t get it.
B:	Ain’t no good to you.
B:	"""But if you mistreated somebody down the line,"""
B:	"""so the same thing,"""
B:	you mistreated;
B:	"""they might be able to,"""
B:	they won’t do it because you did them wrong.
B:	So try and treat everybody right.
B:	Everybody’s somebody.
B:	"""You don’t agree with what everybody say,"""
B:	you disagree.
B:	But you still treat them right.
B:	"""See,"""
B:	we had an incident happen.
B:	"""See,"""
B:	"""my oldest daughter,"""
B:	"""and my stepson,"""
B:	they went to segregated school.
B:	"""And my middle daughter and my son,"""
B:	they went to integrated school.
B:	They all went to segregated school;
B:	integrated schools later on.
B:	"""When she didn’t,"""
B:	what she felt about the White race.
B:	"""I came home one day,"""
B:	this was what it is.
B:	"""My wife say my daughter went to Santa Fe before she went to the University of Florida,"""
B:	and she came home from class one day and brought two White girls.
B:	We were shocked.
B:	We didn’t say nothing.
B:	"""What she felt back in seventh,"""
B:	"""eighth,"""
B:	and ninth grade.
B:	"""Well,"""
B:	we never said nothing about it.
B:	Didn’t say nothing about it.
B:	We were shocked.
B:	"""She had got dealing with them,"""
B:	and she felt different.
B:	"""But my other daughter,"""
B:	they always did have a different feeling when they integrate the school.
B:	"""And so when people think,"""
B:	"""they think different,"""
B:	they want to do things different.
B:	But now she been working integrated school for years and years.
B:	"""She bought a home way off 39th,"""
B:	about thirty years ago.
B:	"""She worked and paid for it,"""
B:	then retired.
B:	"""My other daughter,"""
B:	she left here in 1980.
B:	"""Moved to [] met her husband and they didn't stay together. And I said """"she's gonna come back."""";"""
B:	been working for the school board ever since.
B:	They divorced;
B:	he remarried and got killed.
B:	Somebody shot through the car and killed him.
B:	"""Only thing,"""
B:	they wasn’t shooting at him.
B:	He got a stray bullet.
B:	Stray bullet?
B:	Mmhm.
B:	What you going do?
B:	"""We walk out this porch now,"""
B:	somebody could shoot through the wall and hit one of us.
B:	You never know.
B:	"""And always treat the little children—if you mistreat those little children walking down the street,"""
B:	they won’t forget you did them wrong.
B:	"""They’ll be men later on,"""
B:	"""they’ll say,"""
B:	"""“That old man there did me wrong a long time ago so."""""""
B:	"""Like,"""
B:	"""kids around the neighborhood,"""
B:	they kept running over here they be hungry;
B:	Mary give them something.
B:	She give them food.
B:	We been doing that for years.
B:	Do you think you do it because your parents did it?
B:	Hm?
B:	Do you think you help others with food and stuff because your parents—
B:	"""Well,"""
B:	that was our policy.
B:	"""So what I never had that—and my wife did it,"""
B:	too.
B:	"""See,"""
B:	she did it.
B:	And I always felt you supposed to help people if you could.
B:	That’s the way I feel about life.
B:	You supposed to help when you can.
B:	"""I had this one guy now,"""
B:	went to that fraternity.
B:	He called me last week;
B:	he had lived in California.
B:	He been gone a long time.
B:	He’ll call me from long distance California to talk to me sometimes.
B:	He about forty-five now.
B:	"""See,"""
B:	he say going come down this year for football games.
B:	"""He []. He'll call about every couple of months. See I was cooking at that fraternity He come around here eat and go on. I had some guys in there from India. They didn't believe in God. And we always trust the Bible. And one of them said """"Alvin your parents taught you about God. Our parents taught us about the [] cow."""" []. I didn't bother them no more. That's what they were taught. They had one guy. Where he from? He'd wait tables he'd come in. At first I'd wait him and he didn't do no talking he don't even got real friends and we'd talk. And so he told him later on he could work there. And see I was talking. []talking. """
B:	And he had one more semester at school.
B:	We had been around here a good while.
B:	"""He went home for—his home was Alabama,"""
B:	but his people lived in Illinois.
B:	"""He came back after Christmas,"""
B:	"""he told me,"""
B:	"""said,"""
B:	"""“Alvin,"""
B:	"""my parents cut my funds,"""
B:	I have no funds for my last year of school.
B:	"""But I’ve got an uncle,"""
B:	 he showed the letter to the uncle sending him money to finish school.
B:	"""And that letter say,"""
B:	“Your sister and brother went to school.
B:	They wasn’t brainwashed by a nigger.
B:	"""And so,"""
B:	let the nigger finish your finance.
B:	""" But he showed that letter,"""
B:	and his uncle sent him money.
B:	"""He say just was telling them lot of the things that they had taught him,"""
B:	"""he worked around with us,"""
B:	and he found out it—it was about four of us together— that wasn’t like they were taught.
B:	And they got insulted.
B:	"""That’s life,"""
B:	though.
B:	You teach children certain things.
B:	I remember my little boy.
B:	"""During that time,"""
B:	we had a wood heater in the house then.
B:	"""And I was telling him one of the times,"""
B:	"""I say,"""
B:	“Don’t touch that heater.
B:	It hot.
B:	He does feel it.
B:	"""He stand up,"""
B:	he had his hand out.
B:	"""And I went to turn it back,"""
B:	"""I turned to work on something,"""
B:	and he touched it.
B:	"""He say,"""
B:	"""“Hot,"""
B:	hot!
B:	"""See,"""
B:	he wanted to find out for himself.
B:	"""But he touch that,"""
B:	he done found I was telling the truth.
B:	So you have to learn things for yourself.
B:	"""And it’s drinking ain’t no good,"""
B:	too.
B:	Too much drinking and partying.
B:	"""That why so many divorces,"""
B:	I think.
B:	"""They get high,"""
B:	"""and he mess around with that woman,"""
B:	and she flirting at you and you flirting at her;
B:	it cause your marriage to break up.
B:	It’s so many things in life you have to overlook.
B:	"""I think my wife' parents were married pretty close to about sixty-seven,"""
B:	sixty-eight years before he died.
B:	"""And my parents were married sixty-four years,"""
B:	before one of them passed.
B:	We all going die.
B:	"""Everybody,"""
B:	"""I don’t care how much money you have,"""
B:	you going die.
B:	You’ll sure die.
B:	"""And they be talking about this race,"""
B:	that race;
B:	"""regardless,"""
B:	all your blood the same color.
B:	Red.
B:	"""And some people you would do a favor,"""
B:	they won’t do no favor to you.
B:	"""They don’t like you,"""
B:	"""they won’t do nothing for you,"""
B:	but they want you to do things for them.
B:	But we been on this corner here for a long time.
B:	"""At that house,"""
B:	"""next door there,"""
B:	I recognize those students moving in there.
B:	They be partying up something.
B:	They students.
B:	"""Monday night,"""
B:	partying and partying.
B:	"""I saw them talking loud,"""
B:	"""partying,"""
B:	they were drinking.
B:	"""I don’t know if they were snorting drugs or what,"""
B:	but they were making quite a noise.
B:	"""Before,"""
B:	"""I asked if you had any regrets and you said you didn’t because you live life and that’s how it is,"""
B:	"""but are there any moments you think about where you wonder,"""
B:	“What if?
B:	""" Like,"""
B:	“What if I had done this?
B:	"""Well,"""
B:	"""sometimes,"""
B:	I have thought about it.
B:	"""I applied to go to Florida A&M,"""
B:	and was accepted.
B:	"""I changed my mind,"""
B:	I didn't go.
B:	How come?
B:	"""I don't know,"""
B:	I changed my mind and I didn’t go.
B:	"""I was accepted too,"""
B:	I changed my mind and didn’t go.
B:	My sister graduated from A&M—it was “College” during that time.
B:	"""But I changed my mind,"""
B:	and I started working.
B:	"""I probably wouldn’t have met my wife,"""
B:	I would’ve met someone else.
B:	"""So,"""
B:	you never know.
B:	Never know.
B:	"""I think she was thinking about going to a school too,"""
B:	and she didn’t end up going.
B:	She came out of high school in Alachua.
B:	"""We didn’t know one another in high school,"""
B:	we didn’t know one another.
B:	"""The girl that I was dating with,"""
B:	"""dating,"""
B:	she was young.
B:	Her mother died in 43 and 45 her father died.
B:	I was in the Army then.
B:	"""And her sister came down to her funeral,"""
B:	and take them back up to New York with her.
B:	"""And she married somebody,"""
B:	and I married somebody.
B:	She died about two years ago.
B:	What if we had married?
B:	You just mentioned that you were in the Army.
B:	You were in the Army?
B:	"""Yeah,"""
B:	"""not long,"""
B:	"""but I was there for a while,"""
B:	mmhm.
B:	"""But that was,"""
B:	"""I got drafted,"""
B:	"""it was eighteen- and nineteen-year-olds,"""
B:	"""last part of World War II Went out the train,"""
B:	was filled up with eighteen and nineteen-year-old guys.
B:	It was rough during that time.
B:	"""They would kill us brown troops and things. I'll never forget we'd have 4 bed in Georgia I'd []. I couldn't do that there. And we walked to a black community and they would get []. I said """"That's a shame. It don't look []."""" We went to the [] saying """"Look we're not []."""" Talking. And then called the troops in and we all talking through all that about 4 o' clock in the morning and sometimes they went in the dining room. They eat. Most of them ain't gonna die most of them retired. One guy we'd go he's dead now he told me """"[] beat it."""" I'm having dreams and he said """"What you doing in your bed?"""" I was surprised to see him there. He don't sit there a fool. [] killed []. He been dead about 20 years. I met some other guys in there too. And on weekends brought them [] down they be foot soldiers. I tell them where the airport at. That's [] days. And in the Air Force you see them come into town partying. The place to drink their beer and stuff. And whiskey. And thinking about how the women. Thinking about how some same women [] party with other women with the other soldiers. They'd hug and go on home and they on the road again. Was the man he out there doing the same thing. Maybe he [] Ohio or California. He'd go to the club and pick up the women. Same thing. But nobody wanted to do it. Would go to one and go to the next one. My wife enjoyed pool. [] died. And []. Didn't want [] I been there a long time. I had 4 of them there so. We'd []. We enjoyed []. Court cases and [] satisfied. """
B:	"""Speaking of TVs,"""
B:	"""did you have one growing up when you were younger,"""
B:	or—?
B:	Huh?
B:	Did you have a TV growing up?
B:	Wasn’t no TVs when I was growing up.
B:	When did you first get one?
B:	Wasn't no—we didn’t have no radio when I grew up.
B:	"""My daddy got his first radio,"""
B:	it was a battery radio.
B:	And we got it in 41. I reckon it was 43 or 44. That's all we had. And I thought we [] for a TV in 51. 
B:	"""It had an antenna outside the TV Yup,"""
B:	things have changed so much.
B:	"""Things have changed a lot,"""
B:	but do you think things are the same?
B:	"""Like,"""
B:	"""you mentioned before that there were parties and drugs then,"""
B:	and then there’s parties and drugs now.
B:	Did you notice any other similarities?
B:	"""Well,"""
B:	"""when I was younger,"""
B:	"""they started—most of the drugs got bad when I was in my middle twenties,"""
B:	"""most of them were drinking moonshine,"""
B:	getting drunk.
B:	"""But the drugs got real bad in this area,"""
B:	"""one guy,"""
B:	real bad;
B:	"""all over this corner,"""
B:	guys be selling drugs and different things.
B:	And I’ve known quite a few people had they master’s—BS and master degree—that started on drugs and messed up everything they had.
B:	Lost everything they had.
B:	Married couples broke up on account of them drugs.
B:	Mmhm.
B:	Them drugs are something.
B:	"""The one thing,"""
B:	"""I was taught not to play them cards for money,"""
B:	but I did that.
B:	"""I thought,"""
B:	"""I went down to them [] shoot dice and things but I never kept drinking or smoking. No that's too much to []. My parents didn't drink or smoke one thing. Okay my wife' father would drink but her mother didn't drink no. Something she would never do. And I knew I never get []. That's true I was stupid I had- I was in school then. I had 5 dollars that's what I had. Supposed to [] at the pump. Daddy put me on probation for 6 weeks. I'd go to school and back and hope that if momma kept talking she got me off it. Half the time [] half the time. I was never telling my momma. Daddy told me some peas that [] church meeting. When I finished planting those peas I done told the time-I had my car see. I planted half of them. Just realized [] thinking and dug a hole and buried the rest of them. I came home []. I said """"Yes sir I didn't []."""" Have to put them on real thick. []""""Daddy gonna kill you."""" I said """"What'd I do?"""" []""""Boy I did trust you. You have a car."""" []. """
B:	"""So I go,"""
B:	"""I saw him,"""
B:	I could tell he was angry.
B:	"""“Come here,"""
B:	boy!
B:	 So I walked behind him.
B:	I don’t what happening.
B:	"""We got over there where them peas I put in the hole—I should have thrown them in the woods,"""
B:	I could’ve thrown them in the woods— thinking that was going to work.
B:	He grabbed something and cut me good with it.
B:	"""Don’t have no sense,"""
B:	he try to help me out and I didn’t appreciate it.
B:	He put me on probation six weeks.
B:	"""Children do some wild things when they young,"""
B:	don’t you think?
B:	So you had moments of being a wild child?
B:	Huh?
B:	You had moments of being the wild child?
B:	"""Well,"""
B:	"""it’s,"""
B:	I don’t know.
B:	"""What happened—the one night,"""
B:	"""I was a boy,"""
B:	we walked on the road from church.
B:	"""We had to walk across 75- we go 75 and over there-wasn't a long way we didn't care nothing about it. There was some sugar cane. My daddy had all kinds of sugar cane. There was a sugar cane field. []. One of they stealing cane from him. []. [] they easn't supposed to do that. I wasn't taught to do that. [] the watermelon field. My daddy had watermelon. And the one night out there a guy named-it was a corn field. Corn field. And it was school still going to school at 154 so we put all the posters up around the school from the school building and the flagpole. But they have a supervisor. Never forget what the guy said. Said """"Hey Alvin."""" [] Alvin. He said """"I've [] Herbert []."""" I said """"No sir he wasn't we was together."""" We was together he was involved. And I [] there with Herbert. Herbert tell about him being there. I never tell Daddy nothing about that. I mean why am I there doing them things [] talking about []. Do the wrong thing. But my parents looked at me like [] to look at me. [] dice. And don't let nobody []. Because a lot of times for them they gonna pick your brain. And they would []. And if you can't afford to give it to them don't give it to them. []. [] on the street there. But they looked relieved. Two hundred dollars."""
B:	"""We asked about it,"""
B:	"""“Don’t,"""
B:	I ain’t got no money!
B:	She got kind of nasty with me.
B:	Do you have any other more words of wisdom to impart?
B:	Huh?
B:	Anymore words of wisdom?
B:	"""Like,"""
B:	"""don’t lend what you don’t have,"""
B:	or anything like that?
B:	What did you say now?
B:	Any more words of wisdom like that?
B:	"""All I’ve been doing is just treat people,"""
B:	treat everybody right.
B:	"""And when I treat you right,"""
B:	you still treat others right.
B:	I know some people like me now.
B:	"""They go out to church,"""
B:	"""but right now some of the same guys—if they would go to Ocala and take you back to town,"""
B:	I would pick them up bring them back to town.
B:	"""I know they don’tlike me,"""
B:	but I’ll do that.
B:	It’s important to be nice to people.
B:	I believe in that.
B:	"""Treat people nice,"""
B:	treat them right.
B:	"""I didn’t never like all that cussing,"""
B:	profane language.
B:	I never liked that.
B:	"""I been around it most all my life,"""
B:	but I never—I don’t beleve in that.
B:	"""Like my wife,"""
B:	we ain’t never have no cussing spree the whole time.
B:	"""We’ve been angry a lot of times,"""
B:	"""but that cussing,"""
B:	we never did do that.
B:	I don’t believe in that.
B:	"""Speaking of words and cussing,"""
B:	"""how do you feel about the """"n"""" word,"""
B:	"""and stuff like that,"""
B:	and the term “Colored”?
B:	"""You know,"""
B:	it’s a funny thing about the “n” word.
B:	"""We talk about it sometimes,"""
B:	especially in Sunday school.
B:	"""Now,"""
B:	you find Black people are calling one another “nigger.
B:	They don't want a White person to call them “nigger.
B:	But [].
B:	"""And why them White people call another ‘cracker,"""
B:	but they don’t want the Black men call them that.
B:	So I wonder about that sometimes.
B:	"""But they’ve used that,"""
B:	that word used quite a bit.
B:	"""Mostly amongst one another,"""
B:	mmhm.
B:	"""I remember yesterday I was reading a passage about Lincoln High School,"""
B:	"""in a dissertation from University of Florida,"""
B:	"""and it said,"""
B:	"""“In 1923,"""
B:	Lincoln High School was constructed.
B:	"""With its 15 classrooms and an auditorium seating 800,"""
B:	it provided adequate facilities for the Negro population of Gainesville at that time.
B:	"""And someone had highlighted that part of the book and then in big letters they wrote,"""
B:	“No.
B:	"""That at that time,"""
B:	it still wasn’t.
B:	"""Lady lives in that house down on 20th street here,"""
B:	towards 8th Avenue?
B:	"""That lady,"""
B:	she do that in the historical society.
B:	She was one of the first classes that graduated from Lincoln High School.
B:	She was.
B:	"""Well,"""
B:	she dead now.
B:	"""She was one of the first classmates—I think it was six of them,"""
B:	five or six of them.
B:	"""I’m looking at the Sanborn maps,"""
B:	"""for example,"""
B:	of Lincoln High School.
B:	"""It still says that it was a Colored school,"""
B:	or just some terms that segregation that are still on the papers from that time.
B:	Hm?
B:	There’s just so many terms like “Colored” and “Negro” that are still in books from that time.
B:	"""Yeah,"""
B:	"""they would say “Colored,"""
B:	 some would say “Black.
B:	 They used different terms.
B:	I know when my class—my class pictures.
B:	"""Well,"""
B:	"""that part of the school they blocked off,"""
B:	that was the front of the school then.
B:	The pictures taken right in front of that.
B:	They put bricks all across that part now.
B:	Not the front no more.
S:	we didn’t have no lunchroom when I was going to school.
S:	Wasn’t no lunchroom.
S:	Everybody brought they own little lunch.
S:	"""Was it crowded at Lincoln,"""
S:	or—?
S:	"""Well,"""
S:	we were pretty crowded at that time.
S:	We thought it was then.
S:	"""I’ll tell you,"""
S:	"""when I was in tenth grade,"""
S:	it was about eighty-some of us in tenth grade.
S:	"""And graduation time,"""
S:	"""it was about thirty-seven,"""
S:	thirty-eight of us.
S:	"""Most of the older boys,"""
S:	"""that class was older boys,"""
S:	they got drafted.
S:	"""See,"""
S:	I was seventeen when I come out of high school.
S:	"""And it was Doctor Floyd still living,"""
S:	he live out in California.
S:	He still living.
S:	"""Along the whole,"""
S:	I think three of us still living from that class.
