Speaker	Sentence
R:	"""And I taught him to write,"""
R:	them boys.
R:	"""you know when Jerkins that White school burned down,"""
R:	Mama had me take them in the car with me to go to school.
R:	Did you ever teach any of your brothers and sisters?
R:	"um A little bit,"""
R:	my mother started us at home reading together when we were young.
MW:	Really?
R:	"Yes,"""
R:	ma’am.
MW:	"But these are the teachers,"""
MW:	were all at Jerkins at the time.
R:	"Isn’t that Robert Scott up there with—your hand is on him,"""
R:	your left hand?
R:	Right here?
R:	Robert Scott.
R:	Isn’t that Robert Scott?
R:	No.
R:	You mean Robert Scott who drowned before he got his degree?
R:	You remember that already?
R:	"Yes ma’am,"""
R:	I try to remember what you— 
R:	I told him that since he came here!
R:	I try to remember what you tell me.
R:	They put the right one on that.
R:	"""But let me see,"""
R:	now— 
R:	"That’s why I’m here,"""
R:	to learn from you.
R:	I have something else back here and—
R:	"Yeah,"""
R:	"""I’m very honored to spend this time with you all,"""
R:	and please don’t feel the end like you’ve got to do everything today.
R:	"""This is a three-year project we’re working on, and """
R:	"""so I’m coming out to introduce myself to the community,"""
R:	"""and speak to people,"""
R:	"""and I have many other colleagues that would like to come out,"""
R:	and to learn about Taylor County.
R:	"This is the one from Latanamah,"""
R:	back there in 44.
R:	"""And this is from the State Department of Corrections,"""
R:	the state of Florida.
MW:	"Okay,"""
MW:	this is your actual Associate of Arts degree.
R:	Mmhm.
JW:	Okay.
MW:	"And A&M somewhere up there,"""
MW:	if I can see it.
MW:	And um There’s a roster we could do.
R:	"I’ve got two,"""
R:	but they’re not visible.
R:	"""I’ve got some on the wall,"""
R:	but those like that?
R:	they’re in my fireproof thing.
MW:	Let me see this one.
MW:	"I’ve got a degree like that,"""
MW:	and a Master’s also.
MW:	"Where did you get—so,"""
MW:	you haven’t talked about your education.
MW:	Where did you get your Master’s?
JW:	Florida A&M
MW:	"Okay,"""
MW:	and your undergraduate degree?
JW:	Florida A&M
MW:	"Okay,"""
MW:	"""so you were Rattlers ssss,"""
MW:	all the way!
R:	"Right away,"""
R:	I might bite you cause you from the University of Florida.
JW:	"Yes,"""
JW:	ma’am.
JW:	"""Well my little brother went to A&M He started out there,"""
JW:	"""and then he was so far away from home,"""
JW:	he ended up coming back to West Palm Beach when my mom and dad were there.
JW:	He should’ve taken some of them stints off.
JW:	And they said I needed that.
JW:	I didn’t never think I did.
JW:	"""But I have,"""
JW:	and this is A&M
MW:	"My mother’s family is from North Carolina,"""
MW:	so um she met my dad when he was in 82nd up at Fort Bragg.
MW:	So I was born at the army hospital at Fort Bragg.
MW:	"""My dad’s family,"""
MW:	"""when we moved to Florida,"""
MW:	is from West Palm Beach.
MW:	"""So My youngest brother,"""
MW:	he graduated from Palm Beach Atlantic.
JW:	"Okay,"""
JW:	well my daughter is in Miami.
JW:	"Okay,"""
JW:	that’s about 60 miles south.
JW:	Of West Palm.
JW:	16 miles?
JW:	60.
R:	60.
R:	"""Okay,"""
R:	that’s south?
R:	"Yes,"""
R:	ma’am.
R:	"It must be,"""
R:	"""then,"""
R:	because sometimes she goes over there to West Palm Beach to do cases.
MW:	"Oh yes,"""
MW:	just an hour.
MW:	"""Or you know,"""
MW:	"""the way people drive down there,"""
MW:	"""it’s only about forty minutes,"""
MW:	but I don’t like I don't like to drive fast like that.
MW:	"""Now,"""
MW:	"""this is your actual Bachelor of Science,"""
MW:	your Bachelor’s degree from Florida A&M I got this since I saw you last for my birthday.
MW:	This has really been very helpful.
R:	Mmhm.
JW:	That iPhone helps you do a lot of stuff.
JW:	1950— “Hereby confers upon Laura Scott Reeves the degree of Bachelor of Science with all the rights and privileges there unto appertaining.
JW:	""" They put that on all of them,"""
JW:	I never know what that means.
JW:	“…with all the rights and privileges there unto appertaining.
MW:	Yep.
R:	That’s a big statement!
R:	"The rights and privileges to do what you need to do,"""
R:	according to that.
R:	Mhm. Now what did you study at FAMU for your undergraduate?
R:	Uh Elementary ed.
R:	"Okay,"""
R:	and for your Master’s?
MW:	Uh Reading.
R:	"Your career was in teaching,"""
R:	or is in teaching?
JW:	"Yes,"""
JW:	"""it is,"""
JW:	or it was.
JW:	Well it still is.
JW:	"""I’m- I'm- I'm doing that like Jesus does it when he says,"""
JW:	“Christ is Lord.
JW:	""" Not was,"""
JW:	He is.
JW:	I’m still in it.
MW:	And did you teach here in Taylor County?
JW:	I did.
JW:	"""I taught Taylor County,"""
JW:	"""Lafayette County,"""
JW:	"""and Thomasville,"""
JW:	Georgia.
JW:	"Okay,"""
JW:	where was your favorite place to teach?
JW:	Where?
JW:	Mmhm.
MW:	Kindergarten at Perry Primary.
JW:	Didn’t one of them schools you had to do the music?
JW:	Or was that in Thomasville?
JW:	That was in Thomasville.
R:	And how long have you been teaching?
JW:	"I taught,"""
JW:	I’m not teaching now.
JW:	I taught for thirty-six years.
JW:	Retired in 92.
JW:	I’m going ask you this: how long did I work?
JW:	Um Forty-two years?
JW:	"Well,"""
JW:	you know what?
JW:	"""If I could remember like that,"""
JW:	wouldn’t it be gracious?
JW:	"Well,"""
JW:	these are all things you told me when I saw you last.
JW:	"""In fact,"""
JW:	"""two days ago I wanted to make sure I could recall some details of our conversation,"""
JW:	so I went back and I read the transcript.
JW:	"Well that thing I hand you,"""
JW:	"""that’s one of my resumes,"""
JW:	you may have it if you want.
JW:	Thank you.
JW:	"""I already took a picture of it,"""
JW:	so you keep it here.
JW:	You got a picture?
JW:	"Yes,"""
JW:	ma’am.
JW:	Okay.
JW:	Children.
JW:	"""Were you married,"""
JW:	do you have children?
JW:	I was married.
JW:	"""I divorced,"""
JW:	and for many reasons.
R:	I’m very sorry.
JW:	I got Scott back.
JW:	You notice it says my name is Juanita Scott.
JW:	"""Originally,"""
JW:	it was Juanita Williams.
JW:	"""And His name was Claude,"""
JW:	and my daughter’s name is Vernita Claudette Williams.
R:	So This is her picture up here.
R:	"""Vernita C Williams,"""
R:	Esq.
R:	She's an attorney.
R:	I remember that.
R:	Yep.
MW:	We talked a long time.
R:	"Yeah,"""
R:	you were telling her how special she is.
JW:	"I wish I had that,"""
JW:	I’ll send that thing to you.
R:	She’s uh—
JW:	"The education got started in the second—I told you,"""
JW:	you probably remember!
R:	I’ve got it at the house.
R:	That same piece of paper?
JW:	"No,"""
JW:	"""not that one,"""
JW:	but it’s— 
MW:	So something else.
MW:	Yeah.
R:	"Well,"""
R:	then you have two things.
MW:	"Well,"""
MW:	"""I’d like to see that and we can put that in the kitty,"""
MW:	too.
R:	"See,"""
R:	it started back uh this in this hall over here. My son at large was named after the lady that was a slave and she was given to the given to the family what was that man name we learned last summer  
R:	Bill Towles.
R:	T-O-L-E?
R:	She was given to Bill Towles’s auntie.
R:	"T-O-L-E-S,"""
R:	Toles.
MW:	Yeah.
JW:	"Bill Toles,"""
JW:	okay.
LS:	And when—
MW:	I believe it’s T-O-W-L-E-S 
R:	T-O-W-L-E-S
R:	That’s the way it is?
JW:	The way I saw it.
JW:	Okay.
JW:	"""Well,"""
JW:	"""she was given to him,"""
JW:	"""to his auntie,"""
JW:	"""and they kept her,"""
JW:	and they loved her.
R:	she was bright like they were.
JW:	Oh.
R:	And she didn’t have to go to the field to work and stuff like that.
R:	"""Well,"""
R:	"""out on the Puckett Road,"""
R:	"""they still call it Puckett Road,"""
R:	they had a school house out there.
R:	And that’s where Puckett lived in his big ole big ole high house.
MW:	Who’s Puckett?
R:	"And uh of course,"""
R:	"""when they were teaching their children,"""
R:	"""they let her go to the school house,"""
R:	"""and then take care of them for them,"""
R:	and fix whatever food—whatever was needed.
JW:	And she learned right along with them?
MW:	Right along with them.
MW:	She learned right along with them.
MW:	What was her name?
MW:	Cordelia Colson.
R:	Cordelia Colson.
JS:	Cordelia Colson.
JS:	"""This woman I told you was midwife,"""
JS:	was one of her daughters.
JS:	Okay.
R:	And it was one of her daughters that was the first teacher.
R:	"""When they said that— when England open its mouth and said that they had to give them children school,"""
R:	"""and send ‘em to church,"""
R:	"""well,"""
R:	they all got concerned then.
R:	"""Well,"""
R:	“Where we gon’ find somebody?
R:	"""These niggers can’t teach,"""
R:	they don’t know how to do anything.
R:	 You know what Cordelia said?
R:	“I’ll give you a teacher.
R:	"""She had taught her daughter Alberta to read and to write,"""
R:	do mathematics.
R:	"""Whatever they taught those children out there,"""
R:	she learned it.
R:	"""And they did hire Alberta,"""
R:	and Alberta was the first teacher in Taylor County.
MW:	Was she one of your teachers?
JW:	"No,"""
JW:	"""she could’ve been one of my daddy teachers,"""
JW:	not me.
JW:	"""I’m old,"""
JW:	but I’m not that
MW:	Okay.
MW:	"Yeah,"""
MW:	she could’ve been one of—and I think the Roundtrees came next.
MW:	And then they had a man named after this man who lived in the house by… uh by the Isaac Montgomery.
MW:	What was that boy name there?
MW:	"""Anyway,"""
MW:	his granddaddy was one of the teachers there at that time.
MW:	"I’m not that old,"""
MW:	I don’t remember!
MW:	"No,"""
MW:	you don’t remember.
MW:	But you do know the Nelsons.
MW:	Old man Nelson was one of the teachers.
MW:	He came in here from Monticello.
LS:	When you were married—?
MW:	And he was this man’s granddaddy.
R:	Oh.
R:	When you were married did you live here in Perry?
R:	"I lived here,"""
R:	mmhm.
JW:	Okay.
JW:	How long were you married for?
R:	About eighteen years.
MW:	"Okay,"""
MW:	and just the one child?
MW:	One daughter.
R:	"Okay,"""
R:	now how did she—can you tell me about her education a little bit?
R:	I see she’s an attorney now.
R:	"""So where did she do her first schooling,"""
R:	where did she first go to school?
MW:	"She went to school first at Jerkins,"""
MW:	"""and after the schools integrated,"""
MW:	"""she started uh school at the Rock Building,"""
MW:	we call it.
MW:	And She was in fourth grade.
MW:	"""And at that time,"""
MW:	"""her teacher was Missus Smith,"""
MW:	White teacher.
MW:	"""And of course she got into a spelling bee,"""
MW:	and her dad called the words for her.
MW:	"""And from that day to this one,"""
MW:	she believes in prayer.
MW:	"""And she prayed that she would win that spelling bee,"""
MW:	and the superintendent called the words and I was at school working but her daddy went to the spelling bee.
MW:	"""And Of course,"""
MW:	she won.
MW:	And the children said that that the superintendent cheated for her.
JW:	Cheated for her?
MW:	Cheated for her.
MW:	Don’t you know that superintendent didn’t cheat?
JW:	"No,"""
JW:	not if he was Mister Hart.
MW:	He didn’t—
JW:	Wasn’t it Mister Hart?
JW:	Yep.
MW:	Mister Hart wouldn’t cheat nothing.
R:	He didn’t cheat.
R:	He didn’t like us.
R:	"""We have had some ups and downs with her in the school system because from there,"""
R:	opinions were set.
MW:	She kept her eyes on her.
R:	"And I told her from the outset,"""
R:	"""whatever they can do,"""
R:	you can do it better.
R:	And she just took that attitude and just went.
R:	"""You know Whatever they do,"""
R:	"""you can do it better,"""
R:	Just-just believe that.
R:	"""I really didn’t want her to go,"""
R:	"""but her daddy said well,"""
R:	"""she going,"""
R:	so he went over there and register for her.
MW:	"He been up there in Michigan,"""
MW:	where everything was integrated.
JW:	"So she had a rocky road,"""
JW:	"""and some of the Black children said that she thought she was White,"""
JW:	"""and some of the people said,"""
JW:	"""I thought she was better than them,"""
JW:	"""but I just told her to do what you got to do,"""
JW:	"""do your best,"""
JW:	"""I’m not taking uh badness for her,"""
JW:	because I found your ability and you've got to do it.
JW:	"You were just proud and moving your daughter forward,"""
JW:	telling her “You got to do what you got to do.
R:	You got to do what you got to do.
R:	And she had awful experiences.
R:	"""One,"""
R:	"""the senior year,"""
R:	it was awful.
JW:	Senior year of high school?
MW:	"Yeah,"""
MW:	it was awful!
R:	"Okay,"""
R:	now was she at Jerkins?
R:	She was at the White high school.
R:	"Yeah,"""
R:	"""you called it the Rock school,"""
R:	so—
R:	"No,"""
R:	no no this was elementary school.
MW:	Okay 
MW:	The jerkin-The Taylor County High— 
JW:	"Taylor Country High,"""
JW:	okay.
MW:	Is where she was when she got into all of these things.
MW:	You want to hear about them?
R:	"Please,"""
R:	mmhm.
JW:	"Well,"""
JW:	"""to begin with,"""
JW:	she was the only Black in the top ten graduating class.
JW:	"""They fooled around and put nine children in the newspaper,"""
JW:	and called them the top ten.
R:	They didn’t put her picture in the newspaper?
MW:	They didn’t put it in there to start with. They didn't put it in there to start with. 
MW:	"Now what year was this,"""
MW:	her senior year?
R:	76.
R:	"76,"""
R:	okay.
R:	They didn’t put it in there.
R:	"""She came home with the paper,"""
R:	"""her watery eyes,"""
R:	"""because I told her,"""
R:	"""if you think you got a problem,"""
R:	bring it home you know.
R:	She brought the problem home.
R:	"""Went out there the next day,"""
R:	"""and asked the teacher that did it,"""
R:	could she count?
R:	You called it “top ten.
R:	""" Now,"""
R:	what do we do?
MW:	"You got nine,"""
MW:	there.
JW:	I say you owe an apology to my daughter.
JW:	Okay?
JW:	You owe her an apology.
R:	"Now,"""
R:	"""was she number ten,"""
R:	or she was in the top ten but she was higher than number ten?
MW:	She was in the top ten.
R:	"Okay,"""
R:	so she wasn’t necessarily number ten? She was just in the top ten? 
R:	"No,"""
R:	I don’t know—
R:	"""—which number she was,"""
R:	but she was in the top ten.
R:	"""I don’t know which number,"""
R:	I don’t know whether she was number four or number—
R:	"Well if you going to be top ten,"""
R:	"""then your top ten go in the paper,"""
R:	instead of nine.
JW:	"Well she couldn’t have been number ten,"""
JW:	or they probably would’ve recognized the top nine.
JW:	"""So,"""
JW:	"""she was in the top ten,"""
JW:	and she was left out.
JW:	They had to take another picture and put it in the paper— 
JW:	Well that’s good.
MW:	—and undo that mistake.
MW:	""" and I told them it could be a racial—“No,"""
MW:	"""no,"""
MW:	"""no,"""
MW:	"""no,"""
MW:	no!
JW:	They want to say that—
JW:	It was just a mistake.
JW:	It was just a mistake.
MW:	Well now that was the bicentennial.
MW:	That was the two-hundred year anniversary of the country so that was a big deal.
R:	It was—yeah.
R:	"""And she and then,"""
R:	they block-voted and did the Daughters of American Revolution.
MW:	Mhm 
R:	They did not take her up there to the meeting.
R:	I took her to the Daughters of American Revolution meeting.
R:	Tallahassee.
MW:	Was that something that was automatically conveyed upon students with a certain grade?
R:	"No,"""
R:	no.
R:	It was something that the students voted for.
MW:	Okay.
R:	"This decided that they were going to do one of us,"""
R:	and they chose her.
R:	"""And Then when they block-voted,"""
R:	Uh she won.
R:	It took them about a week to answer and put it on the loudspeaker who won.
R:	They didn’t want her to be the winner!
MW:	Oh Okay.
MW:	Who was the principal of the school at this time?
JW:	I don’t even know!
JW:	I don’t even know.
JW:	She knows.
MW:	Doctor Hart came with them.
MW:	But-but-but I got to the lady’s house.
MW:	I had her address and name in my purse.
MW:	She told me there was not going to be a meeting at her house.
MW:	"""I said,"""
MW:	"""“Oh yes,"""
MW:	there is a meeting.
MW:	"""This is the number that the school gave me,"""
MW:	and this is the street.
MW:	There’s going to be a meeting here.
MW:	""" She told me,"""
MW:	"""“No,"""
MW:	no.
MW:	""" I say,"""
MW:	"""I got my purse,"""
MW:	"""“You are Miss whatever,"""
MW:	and this is the right address.
MW:	There’s a meeting here.
MW:	""" “Oh yeah,"""
MW:	"""yeah,"""
MW:	yeah.
JW:	So you had gotten there early?
MW:	"Yeah,"""
MW:	got there early to find it.
JW:	Build up some reconnaissance.
JW:	"Yeah,"""
JW:	got there early to find it.
JW:	"""So I didn’t go in the meeting,"""
JW:	but I was sitting outside under the tree in my car.
JW:	"""I told her,"""
JW:	"""if you feel anything going on wrong in there,"""
JW:	"""you’re twelfth grade,"""
JW:	you ought to know when you’re being ill-treated.
JW:	Don’t stay in there.
JW:	"""So We got back,"""
JW:	"""everything’s wonderful,"""
JW:	"""she said they were nice,"""
JW:	but why?
MW:	She sat there under the tree.
MW:	Yeah I sat there under the tree.
MW:	I wasn’t going to leave my child!
MW:	Under the tree.
MW:	I didn’t say you did wrong.
MW:	"I was waiting under the tree,"""
MW:	"""and I was waiting for that door to open,"""
MW:	"""and say that somebody bothering me,"""
MW:	because the lady told me there wasn’t going to be a meeting.
MW:	I remember all those funny things.
MW:	What about that girl that didn’t get their words straight?
R:	Huh?
MW:	"About her words,"""
MW:	she didn’t get it straight.
R:	Which one?
R:	Hmm?
R:	"""No it’s some kind of word by the globe,"""
R:	and it was round or something like that.
R:	"""You don’t forget that,"""
R:	that was funny.
R:	"Okay Now see,"""
R:	you did not tell me you were Reverend Reaves.
R:	I didn’t know that you were a minister.
MW:	Mmhm.
MW:	"Yeah,"""
MW:	I could write you a book about the experiences.
MW:	"I didn’t realize that all of them down in Mississippi taught me out of Jacksonville,"""
MW:	during the WPA program.
MW:	"""And I didn’t think about that,"""
MW:	and he gave me a certificate anyway.
MW:	"""I said,"""
MW:	well that might be why I made a with that art.
R:	What?
MW:	Artwork.
R:	Oh.
MW:	You know they stopped having the art program here in the mill?
MW:	My children went on it for a couple of years.
MW:	"""And they didn't-for some reason,"""
MW:	they just went out.
MW:	"""Didn’t bother me,"""
MW:	but they always honor the children.
MW:	They did ribbons.
MW:	But for some reason they just didn’t do them anymore.
R:	What did your daughter—?
R:	"Now,"""
R:	"""I had a box for these one,"""
R:	"""they disappeared,"""
R:	I don’t know where they went.
R:	I want ‘em so bad you know.
R:	Make some more.
R:	"Yeah,"""
R:	I could give him one.
R:	Make some more.
MW:	"Well,"""
MW:	I could send them back to the house or to the big bookstore over there and get some more.
MW:	Okay.
JW:	It’s the only one I have.
MW:	What did you—?
MW:	I was about to ask you about your daughter’s education.
MW:	Where did she go to um receive her Bachelor’s degree?
R:	She received her Bachelor’s degree in Pharmacy at Florida A&M Then she received a Doctorate in Pharmacology at Florida A&M
R:	Where did she get the Master’s from?
R:	"Then You don’t get Master’s in that program,"""
R:	you get the Doctorate.
R:	"""And then,"""
R:	"""she went to Howard University,"""
R:	professor for however many years.
R:	"""Then she decided that she didn’t want to do that,"""
R:	because she was teaching men your probably your age that was older than she was.
R:	"""At this point,"""
R:	"""she was liketwenty-four,"""
R:	"""and um at this time also,"""
R:	"""a professor had gotten shot at university at FSU because he failed to change a grade on a boy that was trying to get out so he could go to work,"""
R:	"""and he ask him over and over,"""
R:	you say you’re not going to change the grade?
R:	"""And what he did was out from under his shirt,"""
R:	like you wearing now—
R:	Did the man die?
R:	He kill him right there!
R:	He told him he wasn’t going to change the grade.
MW:	I never heard this story.
JW:	"Well listen here,"""
JW:	what did I tell my teacher?
MW:	That was in the paper.
R:	"I told her to give me some more work,"""
R:	didn’t I?
JW:	Mmhm.
MW:	I didn’t have time to get mad.
JW:	That was in the paper!
JW:	"""Right up there,"""
JW:	Tallahassee.
JW:	"Do you remember what year,"""
JW:	"""about,"""
JW:	that might have happened?
R:	I don’t remember.
R:	"""I don’t even know whether he was Black or White,"""
R:	I don’t remember that.
MW:	Probably early 80s since your daughter graduated high school in '76.
R:	Mmhm.
R:	"""But anyway,"""
R:	"""Uh uh they told her,"""
R:	you up here trying to flunk somebody and you still got milk around your mouth!
MW:	and She didn’t want to stay?
MW:	I thought it was too cold for her.
R:	She didn’t want to stay in that profession.
R:	"""Yeah Those fellows,"""
R:	"""she said they were harder,"""
R:	"""they were—and she was trying to be sure that they were ready to take the National Pharmacy Exam,"""
R:	"""and the Washington exams,"""
R:	"""and things,"""
R:	"""and she had to grade like you supposed to,"""
R:	and they wanted her to—
MW:	Pass them through.
R:	"Kind of,"""
R:	you know...
R:	Yeah.
R:	Pad them the court.
MW:	You go out there and play with people health because you don’t know what you’re doing.
R:	She had a responsibility to make sure they knew what they were doing.
MW:	Yeah.
MW:	"Because she’s certifying that they’re certifiable,"""
MW:	"""so it’s her reputation,"""
MW:	really.
R:	"Yes,"""
R:	it was on the line.
R:	"""So she thought,"""
R:	"""“Well let me come out of here,"""
R:	""" and then she moved back to Miami,"""
R:	and went to University of Miami.
R:	For law school?
MW:	Law school.
R:	Okay.
MW:	Jurisprudence.
R:	Mmhm.
R:	Yeah.
R:	That’s a marvelous career.
R:	So she’s been practicing law.
MW:	Yeah.
JW:	For twenty years.
JW:	Not quite twenty.
JW:	Not quite twenty?
MW:	She graduated from college in 81. She graduated again in 83 and she graduated again in about 86.
JW:	Okay.
JW:	Well that’s 24 years since 86.
MW:	Yeah.
MW:	She’s been practicing a bit.
MW:	"""But at one point she was working seven days,"""
MW:	and all seven in pharmacy.
MW:	"""Then,"""
MW:	"""she used that time—her dad was sick—to fly over me and go to Quincy to see her daddy,"""
MW:	and fly back to Miami.
MW:	She didn’t stop by Perry.
MW:	She loved her daddy so much.
JW:	She flew and—
MW:	She flew into Tallahassee and drove out to Quincy.
JW:	"She drove out to Quincy,"""
JW:	"""rented a car,"""
JW:	drove to Quincy.
JW:	"""Then,"""
JW:	"""that was in these seven days off,"""
JW:	"""and at that time,"""
JW:	she’d do about three days with him and go back and work on law.
JW:	"""Now she’s full-time law,"""
JW:	"""and doing-keeping her pharmacy certificate alive,"""
JW:	and doing pharmacy when she get ready.
MW:	Mhm
JW:	"Yep,"""
JW:	"""so,"""
JW:	that is what she doing now.
JW:	"Well,"""
JW:	"""I’ve enjoyed talking to you all,"""
JW:	"""and I hate to take it so long that you get bored with it or you know everybody gets tired,"""
JW:	"""so maybe this’ll be a good time for a break and you talk about me coming back again sometime,"""
JW:	if um that is convenient for you all.
JW:	I’ve very much enjoyed our conversation.
JW:	But I always like to close an interview with asking the people I’m speaking with to offer some kind of reflection.
JW:	"""You know maybe something you liked about the interview,"""
JW:	"""or something you thought we didn’t talk about,"""
JW:	or just whatever your comments might be.
JW:	"""And then,"""
JW:	"""after you make those comments,"""
JW:	that’ll be the end of the interview.
MW:	"you know I was wondering as we talked if we were reaching what you needed,"""
MW:	"""and if we were supplying the kind of information you need,"""
MW:	or really what were you going to do with it?
MW:	Did you want me to answer?
R:	Yes.
R:	"Okay,"""
R:	because normally I would just end at this point.
R:	"What were you going to do with it,"""
R:	is the question.
R:	"No,"""
R:	"""I think that these answers have been very good,"""
R:	they’ve provided some very unique insight.
R:	"""I’ve never interviewed two sisters at once to talk about issues in African-American history in Florida,"""
R:	so this is a first for me to do it this way.
R:	The purpose of the African-American History Project is to gather three hundred stories from African-Americans um on what it’s like to be Black in the south and in Florida.
R:	"""This particular part in Taylor County has some very unique resonance for me because I don’t know many other people who have studied Taylor County,"""
R:	"""so my goals are just to gather information,"""
R:	"""to find out as much as possible,"""
R:	"""Um perhaps publish a paper one day about what we’ve talked about,"""
R:	or perhaps one day to write a book about what we’ve talked about.
R:	But primarily to collect information for the oral history archives at the University of Florida.
R:	So That’s the primary mission that I’m working on right now.
MW:	You know it’d have been nice had I let you see what all written up about from the University of Florida.
MW:	Oh really?
MW:	"Yeah,"""
MW:	"""well anyway,"""
MW:	I’ll tell you what it’s like.
MW:	"""They’re concerned about building up the waterways,"""
MW:	"""putting down ramps,"""
MW:	"""and different things,"""
MW:	"""and highways in Taylor County,"""
MW:	and they wanted to know how I felt about it.
MW:	"""Well,"""
MW:	have I ever been out there doing anything?
MW:	"""Well the only thing I’ve ever been out there when my husband was living,"""
MW:	"""I went out there and fished sometimes,"""
MW:	"""and we’d walk bare- feeted in the water and pick up some of them little old shrimps or crabs or something that they liked to eat,"""
MW:	and go wading.
MW:	"""That’s about all I’ve ever done,"""
MW:	is fish.
MW:	"Yeah,"""
MW:	"""because,"""
MW:	"""see,"""
MW:	it would take me five minutes to go and get—then I would know whether you can really use it or not or whether—what you would want to do with it.
MW:	Let me go and get this.
JW:	"Well Thank you very much for being willing to do that,"""
JW:	"""and I'm um like I said this is part of a three year project we’re doing,"""
JW:	"""so I hope that more than even me writing a paper,"""
JW:	"""or writing a book,"""
JW:	"""or getting something into the archives,"""
JW:	"""that because we’ve had these conversations,"""
JW:	"""that it’s interested you enough that you will let some more of my colleagues come and speak with you and find out more about what life was like,"""
JW:	and maybe even introduce us to some other people in the community who you feel may be able to help us answer further questions about what’s going on.
JW:	"""So,"""
JW:	I look at this more of introduction.
MW:	Let me see if if you can perhaps use something that I got.
MW:	Okay.
JW:	"Yeah,"""
JW:	"""because if you bring something by the school,"""
JW:	I wish I could—
M:	"I would like to take some pictures of this stuff,"""
M:	I just didn’t want to stop with the interview that we were doing.
JW:	What you say now?
JW:	"""I want to take some pictures of the yearbook,"""
JW:	"""and some of your certificates,"""
JW:	I was just—we were in the interview.
JW:	It’s all right to take some of them certificates just in those books.
MW:	"Okay,"""
MW:	"""and just to close out the interview,"""
MW:	this is Marna Weston with the Oral History Program.
MW:	"""Today I’ve spoken with Juanita Scott Williams,"""
MW:	"""and with Laura Scott Reaves in Missus Reaves’ home in Perry Florida,"""
MW:	"""and this is Mar- pardon me May 14,"""
MW:	2010
