Speaker	Sentence
C:	easy going person.
C:	He raised us and when it got to me I talked about responsibility.
C:	"""He could’ve have—in his late thirties—left us here with his mother and gone off and lived a different life but,"""
C:	"""he chose to raise us,"""
C:	you know raise us to educate us and just love us.
C:	"""And he finally married again later,"""
C:	"""but he waited until we were grown,"""
C:	grown and with grandchildren.
C:	So all the grandchildren talked about how he had affected their lives.
C:	"""And even there a couple of people that were not even our relatives,"""
C:	but they talked about him and said wonderful things about his character.
C:	"""And he was just a– he was my daddy,"""
C:	"""but had he not been my dad,"""
C:	I would’ve still liked him as a person.
C:	Not many people get to say that.
C:	Yeah but he was a blessing to us and we let him know that too.
C:	"""We loved him,"""
C:	"""he loved us,"""
C:	"""we knew that,"""
C:	and he knew we loved him.
C:	Let’s start going through these things I have to fill out.
C:	Your middle name?
C:	I use my maiden name as my middle name now.
C:	But I was Patricia Anne Wells so now I’m Patricia Wells Burnett.
C:	"""Okay,"""
C:	and how do you spell it?
C:	W-E-L-L-S
C:	Okay.
C:	Is it getting a little warm in here to you?
C:	No I think it’s fine.
C:	Hmm maybe it’s me having a private summer.
C:	Date of birth?
C:	"""October 25,"""
C:	48
C:	"""And,"""
C:	here it says principle occupation so-?
C:	I’m a senior clerical assistant.
C:	"""Now I retire July 9th,"""
C:	for the second time I’m flying on this time.
C:	Have—you’ve always lived in this house then?
C:	"""No I grew up here as a child,"""
C:	but then when I married I moved.
C:	I lived in Alachua for ten years or so.
C:	Uh-huh.
C:	Then I came back in 79.
C:	"""Okay so approximately,"""
C:	1970 to 1979 in Alachua?
C:	"""Yes,"""
C:	mhmm.
C:	"""Okay,"""
C:	education history.
C:	So you went to Lincoln High.
C:	"""Lincoln High,"""
C:	and I went to Santa Fe because that was the first year they’d opened Santa Fe.
C:	And they had come to Lincoln and so they would have this nursing program that would start in September of 1966.
C:	Well it had not started.
C:	"""And I went from 1966 to 1967 but taking basic courses and I said,"""
C:	“unh-uh.
C:	 I was just tired of that.
C:	I wanted to do something else so I left.
C:	But I did go back to Santa Fe and took a Human Service Aid;
C:	it was a program that they had.
C:	I worked with mental health students in the mental health field.
C:	"""And I liked that,"""
C:	and I liked social work too.
C:	I did like that.
C:	"""But it was,"""
C:	"""you know,"""
C:	I couldn’t separate myself from the job.
C:	I worked with children and I worked in Starkee—of all places—I had to drive from Alachua to Starkee.
C:	And the things that I ran into were foreign to me until that time.
C:	"""I had not dealt with incest or things,"""
C:	"""or suicide,"""
C:	or things like that.
C:	And these young children coming up and they’re having to deal with some things.
C:	And it’s like I wanted to take them home.
C:	"""I hated to leave them,"""
C:	but in one session you don’t– I didn’t have the miracle in my pocket.
C:	"""So after about six months,"""
C:	I had to just give it up because it was just too stressful for me.
C:	So you went to Santa Fe from 1966 to 1967?
C:	1967
C:	"""Yeah,"""
C:	I just stayed a year.
C:	So now the work history.
C:	So you—after graduating high school what were your jobs?
C:	"""I uh Well,"""
C:	"""I did my first job was a babysitting job,"""
C:	but that was the summer I was going to be a senior.
C:	Oh.
C:	Okay.
C:	Then after graduation I worked with the Head Start Program at Duval.
C:	And I enjoyed that but I still did not want to be a teacher.
C:	But I liked the children.
C:	And around what year was that?
C:	That was in 1966.
C:	Then after the Duval?
C:	The next little job—you want all of those little jobs?
C:	Just any of the ones you want to list on here for the record and anything-
C:	Because I worked in the school board for half a minute.
C:	I went over to Williams and worked in the cafeteria um 
C:	Um that was only a couple of months
C:	Finished out the school term and I learned how to cut chicken 
C:	I learned how to make potato salad 
C:	"""Anyway,"""
C:	but after that I—what did I do?
C:	I got a job with the university.
C:	"""Department of Anatomy,"""
C:	and that was in 1968.
C:	And I worked in that lab;
C:	we had lab rats—our lab animals were rats and monkeys.
C:	And now I can’t remember what the study was back then.
C:	"""But I stayed there for a year and then I got married,"""
C:	"""left,"""
C:	"""and when I decided to come back to go back to the university,"""
C:	"""I didn’t get a job right away,"""
C:	so I worked in Bently’s in the stock room for two or three years—something like that;
C:	I can’t remember.
C:	"""Then I got this job at,"""
C:	they decided they were going to open up a mental health unit in Alachua.
C:	"""And that’s what I was saying about things coming from the university,"""
C:	"""coming,"""
C:	"""they were leery of it,"""
C:	coming out there.
C:	It did not materialize when I was there.
C:	"""Now I think they have a mental health office up there,"""
C:	a part of a meridian or something.
C:	"""But at that time,"""
C:	they were supposed to open up a clinic to facilitate that area.
C:	people would have to come all the way to Gainesville.
C:	And when I went out to try to recruit people I was supposed to try to recruit people to do something—people were leery of it.
C:	"""You know,"""
C:	"""they’d say,"""
C:	"""“Oh,"""
C:	the university is always coming out here starting something.
C:	Stay a minute and be gone.
C:	 So we didn’t have no faith in them coming to open up anything.
C:	So we’re trying to identify either the needs in that area.
C:	And since I had to work with children they sent me to Starke because there was nothing in Alachua.
C:	But I was hired for Alachua so then I had to drive from Alachua to Starke every morning.
C:	"""And that was stressful,"""
C:	"""having to fight those big glam rock trucks on the highway back,"""
C:	"""you know,"""
C:	back up in there.
C:	Then I had to stay in Starke for family group sessions every Wednesday night;
C:	I didn’t get out until 9 o’clock.
C:	And there was no back way to Alachua that’s safe.
C:	"""I had to come all the way to Gainesville to 39th and then go back to Alachua,"""
C:	so that made it long.
C:	And the next morning get tight back up and go to Starke again.
C:	So I worked there for 6 months or so and I couldn’t take it.
C:	"""Then I was offered—a got a little interim job with school board again,"""
C:	with LRC And I was there for about 3 months and they offered me a position.
C:	And at the same time the university called—I had a friend that worked at the university—she was the one that asked me if I wanted to work in the lab again.
C:	"""I said,"""
C:	“Oh yes.
C:	""" Because this other job with LRC,"""
C:	"""I was cleaning film,"""
C:	"""and signing out film to schools,"""
C:	"""and things like that,"""
C:	but just—but anyway.
C:	So I went back to the university and I stayed for thirty years.
C:	Have you been—well besides choir now—a member of any organizations around the community?
C:	I’m in Crime Watch—a member of that.
C:	"""Hmm,"""
C:	oh it’s been so long.
C:	"""With the church,"""
C:	with the church youth department.
C:	And with our church we have a district area that—so I work with youth in the district as a youth director.
C:	"""And I do vacation bible school,"""
C:	"""that’s not an organization,"""
C:	but.
C:	Lincoln High Alumni Association.
C:	Can’t think of anything else.
C:	Is there any awards or honors you’ve received?
C:	"""Well through the church I have quite a few plaques for,"""
C:	"""you know,"""
C:	for service.
C:	I have one from the University of Florida.
C:	We have an Afro-American group that we formed;
C:	all employees from the university that worked in the labs and as we retired we would get a plaque and all of the names would be on it as we retired.
C:	And I have that and trophies for—but mostly through the religious field.
C:	Religious history.
C:	What’s your current denomination?
C:	Baptist.
C:	And the church you’re a member of?
C:	Johnson Chapel Missionary Baptist.
C:	"""Any other,"""
C:	"""besides singing in the choir,"""
C:	any other activities or hobbies you do now?
C:	What the heck was that?
C:	"""Whatever it was,"""
C:	I’m closing my door.
C:	"""So yeah,"""
C:	the hobbies and activities.
C:	Reading.
C:	I take swimming lessons for whatever reason.
C:	Oh gosh. I like to go to the gym. 
C:	Work out. 
C:	Um I used to sew 
C:	I cut out the front and the back and never two 
C:	I go ahead and try to talk to the instructor could you put the zipper on this please 
C:	But um I have-I'll get some hobbies now that I have free time 
C:	Because my time retired- when people know you're retired would you do this? 
C:	Would you do that? Would you take me this place? 
C:	So I use that time doing more social work 
C:	I take people to the doctor.
C:	I helped one or two people that was on the lifeline. 
C:	Because they had those things in their house where they would cause they lived alone and if they got in distress they could press a button 
C:	And then they would call me to see if if it's a real emergency or whatever 
C:	So I would take um take on that responsibility 
C:	But that's through my church but um I'll get some hobbies 
C:	Do you have any favorite quotes or sayings?
C:	Um well immediately a bible verse came to mind.
C:	"""And that is,"""
C:	“Trust in the Lord with all thine heart and lean not unto thine own understanding.
C:	 That’s one and mostly scriptures come to mind because I need them to encourage me a lot of times.
C:	What was—what’s your partner’s full name?
C:	My ex-husband’s?
C:	Ex-husband.
C:	What was his name?
C:	"""Oh,"""
C:	gosh.
C:	Varon.
C:	V-A-R-O-N Do you want his middle name too?
C:	Middle initial is T Burnett.
C:	"""Senior,"""
C:	because I have a junior.
C:	"""Yes,"""
C:	okay.
C:	Do you remember his date of birth?
C:	Uh-huh.
C:	"""March 30,"""
C:	1944
C:	And where was he born in?
C:	High Springs.
C:	What did he do for a living?
C:	Now he worked in—we started out—he was working in a lab also.
C:	And then he left the university and started working in community service.
C:	"""He was over Community Action Agency,"""
C:	"""he was over the Cedar Program,"""
C:	"""he worked with— not DCF—but those kind of programs that were federal programs that would put people back to work,"""
C:	"""or give people traits,"""
C:	or would match people with jobs;
C:	job opportunities and things like that.
C:	"""Like there was the Hands Project,"""
C:	different projects like that.
C:	"""And then your sons,"""
C:	junior?
C:	"""Uh-huh,"""
C:	he’s the youngest though.
C:	And what’s his date of birth?
C:	"""12 9,"""
C:	1969
C:	And he was born in Gainesville?
C:	Uh-huh.
C:	Both of them?
C:	Uh-huh.
C:	And what’s the other one’s name?
C:	Alfonso.
C:	Do you have any grandchildren yet?
C:	"""Yes,"""
C:	I have two grandsons.
C:	All boys.
C:	Yes.
C:	And then your parents.
C:	What was your father’s name?
C:	Lorenzo.
C:	Is it L-O-R-E-N-Z-O?
C:	Uh-huh.
C:	Wells.
C:	W-E-L-L-S
C:	Date of birth?
C:	June 16 10
C:	And his date of death?
C:	"""March uh 3 11,"""
C:	1996
C:	And where was he born?
C:	We thought he was born in Rochelle but found out he was born in Palatka.
C:	Palatka.
C:	And passed away here in Gainesville?
C:	"""Yes,"""
C:	mhmm.
C:	And what was his occupation?
C:	He was a butler.
C:	"""And that was one thing that we learned,"""
C:	you can’t generalize people or situations.
C:	"""You can’t make a general statement because the family that he worked for,"""
C:	"""if it had not been for them,"""
C:	we would have been in dire strings.
C:	But they were the Baker family.
C:	I don’t know if you’ve heard of the Baker Hardware area pits.
C:	But it doing a lot of construction over there in Depot?
C:	"""Okay,"""
C:	South Main.
C:	Anyway but this family owned a lot of property.
C:	"""And but so my daddy was a chauffeur,"""
C:	"""he was a butler,"""
C:	like I said he was a jack of all trades.
C:	"""He built a greenhouse,"""
C:	"""and he did landscaping,"""
C:	and he did everything.
C:	And he was their chauffeur;
C:	he would take them—there were two sisters—and take them to visit family in Georgia or different places.
C:	And what did he do?
C:	"""But this family—our family—was a very,"""
C:	they were entrepreneurs.
C:	"""My grandmother had—back in the day—our great grandmother,"""
C:	"""they took in took in washing,"""
C:	they took in laundry.
C:	so when we came home from school on a Monday we knew what we had to do.
C:	And it was laundry day.
C:	"""But that’s the original house over there—and they came from Rochelle—they had that house and then they bought this property,"""
C:	and built this house.
C:	"""And my dad had a car at—as a matter of fact,"""
C:	he had a car at 17.
C:	I just happened to have this picture re-done but—his car.
C:	That’s my dad.
C:	Wow.
C:	Mhmm.
C:	Well this one is even older because that was a convertible.
C:	"""Wow,"""
C:	very nice.
C:	"""Yeah but anyway,"""
C:	"""he had,"""
C:	"""you know,"""
C:	they had things and they worked hard for them.
C:	"""And like I said,"""
C:	"""he sent my sister to college,"""
C:	"""well,"""
C:	sent us all.
C:	We had—I could’ve gone further but ugh he sent me to Tennessee I was supposed to go to Tennessee state but I'm a homebody and I don't wanna be that far from home 
C:	My sister graduated from Tennessee state and then she went on to Michigan and got her masters but 
C:	She's the more adventurous type 
C:	I'm not 
C:	And so I was the one that stayed home 
C:	And I- bring me the babies and I'd keep the children and I'd cook the food 
C:	And you know that kind of thing
C:	But in every family there you know what you can count on for each one of your children 
C:	It's not like you care more for anyone 
C:	You could distribute responsibility to 
C:	Because you know who you could count on and what for 
C:	She always swore that I had more brain but I didn't 
C:	""" But anyway,"""
C:	"""I enjoyed-like I said,"""
C:	I’ve enjoyed my journey.
C:	"""The family your father worked for,"""
C:	how do you spell their name?
C:	They were the Bakers.
C:	Missus Fanada and Laura Baker.
C:	And then your mother’s name?
C:	Pauline.
C:	Mhmm.
C:	And her date of birth?
C:	10 17.
C:	Oh god yeah 17.
C:	I drew a blank there for a moment.
C:	And when did she pass away?
C:	"""October 6,"""
C:	1953
C:	Yes.
C:	And um where was she born?
C:	Here in Gainesville.
C:	Gainesville?
C:	Mhmm.
C:	And she passed away here?
C:	Mhmm.
C:	Alright
C:	And then your sisters’ names.
C:	My oldest sister is Catherine.
C:	With a K? Or a C? 
C:	C Mhmm.
C:	My mother was Catherine Pauline and she’s Catherine Joyce.
C:	And her birthday is?
C:	"""Date of birth,"""
C:	"""7 18,"""
C:	1945
C:	Was she the one that passed away?
C:	"""No,"""
C:	"""no,"""
C:	"""the middle one passed away,"""
C:	Gwendolyn.
C:	How do you spell it?
C:	G-W-E-N-D-O-L-Y-N And you know what?
C:	Catherine was born in 44.
C:	In 1944?
C:	Mhmm.
C:	And Gwen was born in 1945.
C:	"""She was born on August 22,"""
C:	1945
C:	"""Okay,"""
C:	and when did she pass away?
C:	"""She passed away January 3,"""
C:	93. 1993.
C:	And all of you were born here in Gainesville?
C:	Mhmm at Alachua General.
C:	Alachua General.
C:	Mhmm.
C:	"""Well,"""
C:	"""Missus Burnett,"""
C:	thank you for having me here in your home.
C:	Is there anything I failed to ask you that you’d like to mention for the interview?
C:	"""No,"""
C:	I’ll think of it when you get right about down.
C:	Think of something else but no I think that’s about it.
C:	I can’t think of anything else.
C:	That’s about it I guess.
C:	"""Oh one thing I did want to mention—about Lincoln—because I grew up and didn’t have a mother,"""
C:	"""you know,"""
C:	the age of the other girls.
C:	"""That when I was homecoming queen and so I needed to go out and purchase some things,"""
C:	"""you know,"""
C:	to get ready.
C:	"""So my sponsor- homeroom sponsor,"""
C:	"""like I said,"""
C:	it was like community.
C:	My homeroom sponsor came over and took me shopping;
C:	"""asked my daddy if it was ok if she took me shopping,"""
C:	"""and did the motherly things that,"""
C:	"""you know,"""
C:	that I needed to do.
C:	And made sure I had everything I needed.
C:	And then there were other ladies in the neighborhood that—from my church and around—that just kind of pitched in.
C:	"""We just all became kind of like family,"""
C:	"""you know,"""
C:	just being around whenever we needed somebody.
C:	But my dad—my dad was just a foundation for us.
C:	"""He—I could talk to him about anything,"""
C:	"""anything and everything,"""
C:	even when I became a woman or a young lady.
C:	"""So it was just—he was just a blessing to us because,"""
C:	"""like I said,"""
C:	"""it could have worked out totally different,"""
C:	"""totally,"""
C:	but it did not.
C:	And I was just so blessed to have him;
C:	to have had him.
C:	And when he got sick he came over—because he had remarried and they were remodeling their home—and so they came over here and stayed with me for a while.
C:	"""So I had him for like a couple of months,"""
C:	"""you know,"""
C:	real close right here.
C:	"""And so I tried to make things comfortable for him,"""
C:	"""and he,"""
C:	"""you know,"""
C:	"""he’d just said how proud of us he was,"""
C:	"""you know,"""
C:	how we had grown up and provided for him and for ourselves and for our families.
C:	"""And it was just—it was good,"""
C:	it was good.
C:	What did he die of?
C:	He had lung cancer.
C:	Lung cancer.
C:	Mhmm.
C:	My grandfather died of that too.
C:	Yeah.
C:	But he was on Extra Strength Tylenol for pain so he was truly blessed.
C:	"""yeah because he didn’t have to go through all of that debilitating—he lost weight,"""
C:	"""he didn’t lose his spirit,"""
C:	and he was cognizant all the way you know.
C:	And it was just like we were there at the hospital one minute because he wasn’t getting enough oxygen.
C:	"""So they,"""
C:	"""you know,"""
C:	they gave him some oxygen and they said we’d probably go on oxygen for the next six weeks or six months or so.
C:	And we left the hospital and came home and we just talked right up until the time we walked out.
C:	"""And he just kept saying,"""
C:	“Oh thank you for everything.
C:	""" I said,"""
C:	"""“Don’t thank me,"""
C:	I thank you.
C:	""" And usually my older sister that likes to run things called and I usually tell her,"""
C:	"""“Don’t bother daddy,"""
C:	""" you know,"""
C:	“let him rest” or something like that.
C:	But that night all of the sudden I wanted her here.
C:	But she was coming the next day so she had to leave her lesson plans and things like that.
C:	"""And she just kind of strange and when she called the hospital and I let her speak to him and he told her he loved her and,"""
C:	"""you know,"""
C:	that kind of thing.
C:	"""So when we left he said,"""
C:	“Well have a goodnight.
C:	 You know in good spirits and everything and within an hour we had to go back.
C:	"""But I was thankful for God’s swift mercy because he didn’t have to suffer,"""
C:	"""and suffer,"""
C:	and suffer.
C:	"""But anyway,"""
C:	"""but he was,"""
C:	he was my daddy.
C:	Well I thank you for having me.
C:	"""Oh,"""
C:	I thank you for coming and I hope I was able to say something that made sense to somebody somewhere.
C:	But to just let you know what it was like growing up in Gainsville back in those days 
C:	But because we walked because we lived here we had to walk to Duval then walk to Lincoln 
C:	My sister- my older sister was able to go to all of the schools 
C:	She went to all-we went to Baroquin schools starting out 
C:	Our preschool was a Baroquin school over across town that was now I realize 
C:	Came out of or was born out of I think out of Holy Trinity 
C:	But we had you know it was all Black 
C:	And um when we left there you could go some kids went to school up to 4th or 5th grade 
C:	And they had in one big room sectioned off this is-this row is 1st 
C:	"""That row and you get all instruction so and at that time, they would move students up """
C:	If you were able to get the work you were able to be skipped to another grade and go to a higher grade 
C:	And that's what happened with both of my sisters they graduated a year ahead of themselves according to their age
C:	And um but I wasn't so lucky 
C:	"""Uh when I started 1st grade, they just opened Duval for the first time """
C:	It had been a one room schooling house but they had built this red brick building excuse me that had covered 1st through 6th 
C:	So but in the mean time when I was over in the preschool 
C:	And my sister was four years older than me 
C:	"""When she left there she went to um Williams and then over to A Quinn, which is now A Quinn but it was A Quinn then too """
C:	But um she went to school there one year here one over there 
C:	And then Duval opened when she was in 6th grade so she was done here and I was in 1st grade 
C:	And um so she was able to go to all the schools we had and she was proud of that 
C:	She had done all of them 
C:	"""But because we lived right here we had to walk to school,"""
C:	"""which wasn’t a bad thing,"""
C:	"""but a lot of those kids came on buses,"""
C:	"""like I said,"""
C:	"""came from Micanopy,"""
C:	"""Arredondo,"""
C:	and we eventually started getting students from Hawthorne to come over.
C:	So that’s how we were able to get to know people in the community.
C:	You used to would know people only when you went to church.
C:	If you had some–like on fifth Sundays we’d have a big meeting when different churches would come together and have one service.
C:	You would get to meet new people that way other than who you deal with at school.
C:	"""But then when they started bringing all of these other children in,"""
C:	"""your friendship circle grew,"""
C:	you know.
C:	So um that’s part of history that won’t be repeated.
