speaker	text	nullCopula	personNumberAgreement	multipleNegators	existentialItDEY	perfectDone	remotePastBIN	habitualBe
S:	But it was all nice.							
S:	We had men and women.							
S:	Because my eleventh grade history teacher was a man, Mr. Bob Jones.							
S:	And he loved—what is that?							
S:	Baseball.							
S:	When we coming up, and the guys would get together to watch the baseball, and sometimes he'll says, "Now Margaret, you're over the class today, and you make sure everybody turn in their homeworks."							
S:	"Me?							
S:	Why does he get me to do it?"							
S:	He says, "And I expect to see this on my desk when I return."							
S:	As soon as he leave the room, I said, "Now, you know we were supposed to bring this homework in.							
S:	So, everybody have it, put it up there.							
S:	I'm not going to check to see did you put it there, but just make sure you put your homework up," I said, "because I'm going to put mine there.							
S:	So if you didn't do yours, you got time to do it now."							
L:	Right?							
S:	"You better try to get it done," I say, "because you know Mr. Jones don't play.							
S:	He be saying"—I say, "because the next time, it'll be somebody else he'll call on."							
S:	Because that's the way he would do; he'd call on not the same person every time.							
S:	You'd never know who he was going call on, but—							
L:	To collect all the homework?							
S:	To collect that homework.							
S:	And they'd better turn it in, too.							
L:	Why would he make the students collect it?							
S:	Well, he just, I think—I don't know.							
S:	I was just—I never did really understand that, why he would do that.							
S:	But I know that the biggest time it would be during the time that the baseball game would be coming on.							
L:	Oh, because he wants to—.							
S:	And you didn't watch it on TV, they'd go somewhere.							
S:	Like they having a conference, but they would have that.							
S:	That's my granddaughter.							
S:	She works for the county, city, or somebody.							
L:	Do you need me to—should I turn this off for a second?							
L:	I do want to kind of ask a couple of questions just to follow up.							
S:	Okay.							
L:	You had mentioned about that first math teacher—or, that first math class that you had when you went to Santa Fe.							
S:	I can't think of his name, but it was really good.							
S:	I mean, he was really—a really good teacher.							
L:	And he was a White educator?							
L:	He was a White professor?							
S:	Yes, he was a White professor, and he was really good.							
S:	I mean, he seemed like he—because I knew I was the oldest one in the class.							
L:	Because you had just come, you like raised your kids, going back to school in the 70s.							
S:	And he treated me really nice, you know what I'm saying?							
S:	And that really was my first class—first time being, going to school with mixed kids.							
S:	I'd never had gone to school with a mixed group.							
S:	Because when I went to Florida A&M, it was all Black.							
S:	Now, they got Whites going there now.							
S:	But it wasn't when I was attending, back in 53. 1953.							
S:	No.							
S:	It was all Black.							
L:	Now is—I mean, was that your, going in, and that was your first experience—I mean outside of the classroom, were there any other—was it hard to get along?							
S:	You know, after that, I didn't really have any problems.							
S:	I guess he sort of set the atmosphere straight, and even from then on—you know how some of them do drop and add and everything, but most of them were still there, and they treated me fine after then.							
S:	It was no problem after that.							
S:	And one guy, I see he became a lawyer.							
S:	I know—the Black guy, he became a lawyer.							
S:	And from then on, I didn't have any problem until I got to, let's see, what was—the nursing class.							
S:	Ms. something.							
S:	Because when I started nursing, I had all the, what you call—one part is the theory, and the other part clinical.							
S:	I had clinical down pat.							
S:	Yes, really!							
S:	Because I worked in a doctor's office.							
S:	I went to there to just work for two weeks, but the person that they had there, she had to have a major operation, and she was gone for nine months.							
S:	So I stayed there the whole time, and they said everybody that would come to relieve her for vacation time, they didn't learn nothing.							
S:	They—you know—but I learned a whole lot, because I was interested; I wanted to learn.							
S:	And I had worked to AGH, and they had the annex.							
S:	See, before integration, now, I worked at AGH And AGH had a wing off of here which they called the Annex, and that's where the Black patients were.							
S:	Peds, OB/GYN, everything.							
S:	So, I worked that wing.							
S:	So you know, you had to do it all, to learn it all.							
S:	And I bet you I delivered more babies.							
L:	Really?							
S:	Yes!							
S:	Because, like, they would come in and say, "Well, I've been carrying this child for nine months, and its coming."							
S:	And the supervisor, she always had that little emergency kit there for you to do, and she carried you through all of this stuff just in case she can't get there in time.							
S:	So you got to catch the baby or something.							
L:	And so, this was in the annex, right there.							
L:	Baby—like, they just come in?							
S:	Yeah, because they didn't get to go up to third floor, up to the delivery room.							
S:	Sometimes they didn't make it to the delivery room.							
L:	It was a delivery room for Whites only, or was that just they couldn't get in there in time?							
S:	No.							
S:	Yeah,							
S:	yeah,							
S:	yeah, because you—we had a doctor: Dr. Banks.							
S:	He was Black.							
S:	And some of the doctors were White.							
S:	But they could take you up to the delivery room to deliver, but then they brought you back to the annex.							
L:	Because you weren't—you could use the facilities, and then right back?							
S:	That was what they had for you to be.							
S:	Surgery, OB/GYN, whatever, Peds.							
S:	Peds was, like, in the hallway, and you had like a ward for the women, and the men on one side.							
S:	And these couple—you had a room for isolation, then you had the couple of rooms that was like for OB/GYN Then you had the little Peds' nursery, for the little newborn babies.							
S:	Yep.							
S:	I'm been through it, so.							
L:	And that was even before you were even going to Santa Fe for nursing.							
L:	You were in there volunteering.							
L:	When was that?							
L:	How old were you?							
S:	Oh, no, no.							
S:	Well, 58. 1958.							
S:	Because see, I had finished school, and I was there.							
S:	1958, I got a job at Alachua General.							
L:	Wow.							
L:	And how long did you work there for?							
S:	Well, I left there in 1960, 61, and went to the big Shands.							
S:	And I worked— because I was doing so good, the supervisor wanted me to work in the ER							
S:	And I say, "You think I can do—?"							
S:	She say, "Oh, yes!							
S:	You can do it.							
S:	I know you can do it.							
S:	" I say, "Okay, whatever you say."							
S:	So I got a lot of experience, so I had a lot of clinical stuff when I went to school.							
S:	So I wasn't worried about being able to do the clinical part.							
S:	It was just the theory.							
S:	And so, she told me—I think her name was Ms. Benson or something like that—but anyway, she says, "You might as well do something."							
S:	I said, "Well if you want me to do the theory, I might as well do the whole class.							
S:	I'm in no big hurry.							
S:	I might as well do the whole thing."							
S:	So when I did the whole thing over, I got a B in the theory part, and I got a A in the clinical.							
S:	I knew it wasn't going be no problem doing that—I mean, I had it down pat.							
S:	Because all of them other kids, they didn't want to do too much.							
S:	And every time we'd go to the hospital to do something, and it'd be time for one of those White kids to do it, I always ended up having to do it.							
S:	Because the instructors didn't want to be—they had people coming in to watch, you know, to see.							
S:	And I loved Dr. Gilliland.							
S:	He say, "You know what?							
S:	You a great student.							
S:	" Because he'd examine a patient, and then he'd have me to do it, and I'm telling him everything that was going on.							
S:	He says, "That's the same thing that I felt.							
S:	The same thing"— whatever I was telling him, he says, "You'll make a great nurse."							
L:	Dr. Gilliland?							
L:	And that was at Shands?							
S:	That was AGH							
S:	He was a OB/GYN							
L:	Is that where you, like when you did nursing, you were more OB/GYN?							
L:	Like that's where you—you worked in that area?							
S:	No!							
S:	I did the whole thing.							
L:	All of it?							
S:	All of it.							
L:	The ER, everything.							
S:	Everything.							
S:	All of it.							
S:	When I went to the big Shands, that's when I worked surgical intensive care.							
S:	Recovering surgical intensive care.							
S:	And we had everything: before Shands decide to make a medical ICU and a Peds ICU, we had everybody in Surgical ICU							
L:	All together.							
S:	Everybody.							
S:	We had Peds, we had the surgical patient, we had the medical patients.							
S:	Everybody was down there, and sometimes it would be me and the supervisor.							
S:	Boy, I'm telling you!							
S:	But I enjoyed it.							
S:	It was really good.							
S:	And I kept saying, "This is exactly what, I'm going to be nurse.							
S:	I'm going to be a nurse if it kills me!"							
S:	And that's what I ended up becoming.							
L:	Wow, nice to have that passion.							
L:	That's so cool—and then you do it, and—wow.							
S:	Yes, I loved it.							
S:	And you know, different people will ask other people, "Have you seen—you know who I'm talking about!"							
S:	"I wish, I would like for her to take care of my mother."							
S:	"I would like for her to take care of my dad."							
S:	"Oh, I need her, I need her."							
S:	I says, "I'm not doing that anymore."							
S:	Because then my family, my elders, you know started getting ill, and I had to see about them, take care of them and see about it.							
S:	So, I didn't do it anymore.							
S:	But like I said, Lincoln High, I wouldn't trade it for anything else.							
S:	I loved Lincoln!							
S:	And the University of Florida?							
S:	We used to have a parade and everything, and we had a band and all.							
S:	And after the University of Florida would have their parade, we would get a lot of their stuff and do our floats and things.							
L:	A parade for a game day?							
S:	Yes!							
S:	Yes, when we was getting ready to have our Homecoming.							
S:	Mmhm.							
S:	Yeah, the University of Florida.							
S:	We used to do that, and that was—it was so nice.							
L:	Did everyone come out, the whole community?							
S:	Yes, yes.							
S:	And it was just really nice, really, really nice.							
S:	And we had the—like I said, and I made my evening dress for the spring festival.							
S:	I made my evening dress for the prom.							
S:	Because I was taking sewing in Home Ec.							
L:	And you would do that with the fashion show?							
S:	Yes!							
S:	Yes!							
S:	It was really, really nice.							
S:	And it would be nice to see everybody get all dressed up; the guys would be in their suits, and then they'd bring their corsages and everything.							
S:	It was really nice.							
S:	I wouldn't trade that experience for anything else.							
S:	I really did enjoy Lincoln.							
S:	But I'm glad that it became integrated where each child—whether you Black, White, Chinese, Japanese, whatever—you have the same chance that the others have to get an education, a good education.							
S:	If you apply yourself, you can do well.							
S:	You just have to be able to apply yourself.							
L:	So, how did you feel when it integrated, and then it ended up closing?							
S:	About Lincoln closing?							
S:	Yeah, that's what we've been talking about.							
S:	We was trying to figure a way that we could get Lincoln High School back, but it'll never be the same.							
S:	It'll never—it will never be the same.							
S:	Because they have destroyed so much of our memorabilia, like all the awards and things that the school received; trophies and different things.							
L:	They destroyed it?							
L:	Who?							
S:	I understand they moved a lot of it out of the new Lincoln, and put it in the basement, and then a lot of it just ended up in the fire.							
S:	So—							
L:	What, a fire?							
S:	Fire.							
S:	You know, they just got rid of it.							
L:	They burned it?							
S:	They burned it,							
S:	yeah.							
L:	Wow, why?							
L:	That's horrible.							
S:	It is, and that's the reason I says it'll never be the same.							
S:	It'll never be the same.							
S:	Because when it went to new Lincoln, I know we had our fiftieth—no, we had— because our class was the first that we remembered having a class reunion, and we gave them one of these big cabinets where you could put the trophies in and lock it.							
S:	I haven't seen it since we gave it to them, and we put it at the new Lincoln.							
S:	And it was to put the trophies that the guys, that they had won for basketball, and the ones for football.							
L:	From when you went to school?							
S:	Uh-huh.							
S:	It was all destroyed as far as—that's what they were talking about when we was planning this Lincoln reunion that we just did.							
S:	And they say one or two people have some things from Lincoln, but that's a—because my sister, she was Miss Lincoln in 51, and we didn't take any pictures.							
S:	And I went							
S:	and I asked to see if they—and I know pictures were taken and everything, but—I can just see her in that convertible with her red and white on.							
S:	And she loved tams, and she had a tam.							
L:	A tam, what's that?							
S:	The little tam that you sit on your head.							
L:	Oh, okay.							
S:	Uh-huh.							
S:	And she was in the middle, and two of her attendants—one was on each side of her—but, as I said, we didn't take a picture.							
S:	So, I didn't have one.							
S:	When they was doing this, well I did have her graduation picture, but I didn't have a picture of them being on the float.							
L:	And that's such a shame, because you think about how great it was, and you talk about all of these things, like with the community and stuff, and it's such a legacy, and such positive contribution.							
S:	Yes, it was.							
S:	It was.							
L:	And then just, they take that.							
L:	And it's almost—							
S:	Yes.							
S:	So like I told them, I says, "It'll never be the same, even if you got the name back, because you'll never have a complete Black school.							
S:	It's not going to be that way, because you have to go with the way it's zoned off.							
S:	So it never would, you know, be."							
S:	So, I think that's why instead of naming it "Lincoln," they named it Eastside, and Buchholz.							
S:	That way, when they built the school that would— Buchholz.							
S:	GHS kept its name, because it was right there where the 720 building is.							
S:	You know where the 720—the plaza?							
L:	Okay.							
S:	720?							
S:	Okay.							
S:	Well, that was GHS school; then Santa Fe, that's where I started going there.							
S:	Because GHS had moved where they are now.							
L:	Right.							
L:	So you still go to the—you just had the reunion?							
S:	Yeah, we just had our biannual class reunion, and it was nice.							
S:	Quite a few people attended; a lot of them was from out of town.							
S:	You can't hardly get the people right here in town to do anything.							
S:	Three of our classmates that graduated in 1950 was there.							
S:	Our Miss Lincoln, and that was the first year that the whole school voted— all before each class raised the money, say tenth, eleventh, and twelfth.							
S:	They raised, and which class raised the most money would have the student would be Miss Lincoln.							
S:	But the class of 1950, the whole school voted on her and my class won.							
S:	She was Miss Lincoln.							
L:	And "Miss Lincoln," what was "Miss Lincoln?"							
S:	She was the girl that represented the whole entire school.							
L:	Wow.							
S:	Yeah, she was.							
S:	The whole school, and we had the whole school from first grade to vote.							
L:	Everyone.							
S:	And we really sold our class, and we got all the votes, really.							
L:	So who could have been—anyone could've been "Miss Lincoln," or was it the older girls?							
S:	Tenth through twelfth.							
S:	And seventh through ninth was, like, "Miss Homecoming."							
L:	Okay.							
L:	So it was kind of like a tiered thing.							
L:	But "Miss Lincoln" was "Miss Lincoln."							
S:	Yes, yes. "							
S:	Miss Lincoln" was "Miss Lincoln," and so, we felt like we start that trend and have the whole school to vote on.							
S:	So anybody from tenth through twelfth, whoever you chose to run out of your class, could win.							
L:	So was it like a Homecoming—was that for Homecoming week?							
L:	And they would go out and that was part of the whole parade, with the convertibles and stuff?							
S:	Yes, she was the queen, then she had her attendant.							
S:	Some of her attendants would be the class, you know, whoever first runner-up, second runner-up, whatever.							
S:	You know, that's the way it was.							
S:	It was very nice.							
S:	I mean, I always think about those days.							
S:	Because my first year, I was in the drill team, and we had to wear red and white.							
S:	And red skirt, white shirt, waist blouse, , white socks.							
S:	And we had a band—Mr. Miller was our band teacher.							
S:	He just had come from FAMU, and he started the band.							
S:	And then, when they went to Eastside, all of the band went with him.							
S:	I'm so sick they don't have a band!							
S:	I guess—							
L:	Lincoln lost the band?							
S:	Eastside didn't have a band anymore.							
S:	But when they did split up, all the kids that went there was in the band, and so after all of that group of people left—because my son, he used to be with the drummers.							
S:	They was patterning themselves after FAMU band.							
S:	They was just about as good as they were.							
L:	Wow.							
S:	They sure were!							
L:	The drum line is the best part.							
S:	They was really great!							
S:	But then they tell me they don't have a band anymore at Eastside.							
S:	I guess parents, with the economy—most of the kids owned their own instruments.							
S:	Their parents decided to get them, and they didn't relinquish them when they graduated; they just kept their—because I know my granddaughter, she was in the band at Westwood Middle.							
S:	She didn't get rid of her—							
L:	Instrument?							
S:	I say, "Well you could've—." "No, that's mine.							
S:	You bought it for me."							
S:	So she has it in Spartanburg with her now!							
S:	So that was really a great experience at Lincoln.							
S:	I mean, I really loved every minute of it.							
S:	It was really, really nice.							
S:	The only thing I really didn't like was the food.							
L:	The food?							
S:	For lunch.							
S:	I didn't like that food!							
S:	I don't know, I just couldn't get used to it.							
S:	So I told my grandmother, I says, "I have to take my lunch.							
S:	I'll just buy some milk.							
S:	"							
S:	And that's what I did.							
L:	What was the food like?							
S:	It just—I don't know, it just didn't taste like the food I was used to eating.							
S:	And, I don't know—and I told her I just couldn't digest it.							
L:	Where were the Home Ec teachers?							
S:	"I just can't," I says, "I just can't!"							
S:	And every day, I'd stop at that little store and buy me a nice big red apple.							
S:	It would only be like a dime.							
S:	And I says, "I'll have to make it on this apple.							
S:	Because I just cannot eat that food.							
S:	" I tried it, but I just couldn't.							
S:	And so, I took my lunch every day.							
S:	I brought my lunch to school every day, but I'd go in the lunchroom and buy milk to drink.							
S:	Because that's one thing they insisted on you having: milk.							
S:	Every day.							
S:	They insisted on the children, making sure they had milk.							
S:	They kept saying, "It's good for your teeth, it's good for your health, your bones, and everything.							
S:	You need to drink your milk.							
S:	You need to drink your milk."							
S:	"Okay.							
S:	" We'd drink.							
S:	And they wanted to instill on you: "Eat your carrots!"							
S:	And I couldn't stand carrots.							
S:	No, no no.							
S:	I says, "Not me and those carrots!"							
S:	Mm-mm.							
L:	I'd like an extra apple!							
S:	I just won't have—my eyesight just will not be good if I have to eat carrots for it.							
S:	So, I didn't.							
S:	But other than that, we had some wonderful teachers.							
S:	And I sang in the glee club there.							
S:	Ms. Johnson was a sweetheart.							
L:	So how many extracurricular activities—you did glee club, baseball?							
L:	Basketball.							
S:	Basketball.							
L:	Drill team.							
S:	Drill team, yep.							
S:	I did that because I loved that.							
S:	I just wanted to be a part of something, and you could choose what you'd like to be—participate in.							
S:	And I loved the singing in the glee club.							
S:	It was nice.							
S:	And we'd go to Ms. Johnson's house on Sunday afternoon and practice.							
S:	My grandmother would take me; bring me over there to practice.							
S:	It was really nice.							
S:	Like I said, I wouldn't change that experience for anything.							
S:	I loved Lincoln.							
S:	I wish it could have stayed on, but changes do come.							
L:	Yeah.							
S:	Yeah.							
S:	So.							
S:	And sometimes it's for the better.							
S:	And I have to say now it was for the better, because our kids couldn't come up: "I just didn't know that.							
S:	I couldn't do that.							
S:	I didn't get that.							
S:	" You had the same chance Anne over there had, so why you couldn't do it?							
S:	Because you didn't apply yourself.							
S:	And so my kids, they couldn't tell me that.							
S:	I would say, "Well, whatever you all needed"—something.							
S:	I says, "I know you wasn't going be able to go and study in the library as long as you want.							
S:	" That's why I made sure I got the set of encyclopedias, so they'd have it there, that they could look up stuff to learn and everything.							
L:	To really give them every opportunity.							
S:	Yes!							
S:	Yes.							
S:	And they had it so they couldn't say they didn't, because practically the whole neighborhood used my books.							
S:	I've got some missing now because when I came here, "Can I borrow your book?"							
S:	And then they never bring it back, and I forget who got it, taken it.							
S:	But everybody's out and that granddaughter , she says, "Granny, I've already got a set for my kids.							
S:	" I said, "Good.							
S:	Then I don't have to worry about any more kids.							
S:	You already got a set."							
S:	And I says, "If you don't have the Childcraft, you can take the Childcraft with you.							
S:	Because it won't be any more children!							
S:	So, you can take those with you when you get ready to go.							
L:	Yeah.							
S:	Yeah.							
S:	Anything else?							
L:	No, I mean, is there anything you want to add, anything for the record?							
S:	Oh, let's see.							
L:	Any favorite memories, or just last thoughts?							
S:	No.							
S:	Because now, like the kids are going to Washington for the patrols and things.							
S:	We didn't have that.							
S:	I don't even remember them saying anything about it, but—							
L:	At the patrols?							
S:	We didn't have any patrols at our school, during the time back then.							
S:	We didn't have that.							
S:	But I'm trying to think of something.							
S:	I'm trying to think of something that we might've done.							
S:	The only thing I know, we always had that rivalry with AL Mebane in Alachua.							
S:	It was a high school there; it was a high school in , it was a high school in Shell, Alachua—maybe it was High Springs.							
S:	I'm not sure.							
S:	Marion County.							
L:	Marion?							
S:	Yeah, we used to play them too—football.							
S:	And it was good.							
S:	You know, the teams was really good.							
S:	We used to play Starke, too, but they always wanted to fight or do something.							
S:	I remember this semi hit the light pole, and everything went out.							
S:	And then the people, they just start throwing eggs at the bus.							
S:	And Mr. Parker was the music teacher, band teacher; he got them kids on that bus, and he left.							
S:	I said, "I can't leave my son and my neighbor's children; they expecting me!"							
S:	I say, "And the coach is not letting them go!							
S:	Oh, no.							
S:	I can't leave them up here too; I got to stay here right with them."							
S:	Because I had to make sure they'd be safe and everything.							
S:	So finally, they came back							
S:	and we beat them!							
S:	They finally got the lights back, and we beat 'em!							
S:	I mean, we really did.							
S:	But like I say, the teachers were really nice.							
S:	And to say that we had the young men that came back from the Service and went to school, and how respectful they were to their teachers and things.							
S:	I remember Mr. T B McPherson when we was marching.							
L:	What was his name?							
S:	TB McPherson.							
L:	Oh, TB McPherson.							
L:	Okay.							
S:	Uh-huh.							
S:	When we were marching, and practically the boys—they was just about all six feet or more, and he just started crying.							
S:	He said, "There go my whole football team!							
S:	Can't you all stay another year?"							
L:	We have rivalries to beat!							
S:	They was marching down, and he said, "There go my whole football team!							
S:	" I thought that was really nice.							
S:	But they respected him and he gave them respect.							
S:	We were a very close-knit family.							
S:	It was really, really good.							
L:	It's really just invaluable, you know?							
L:	To have that.							
L:	When you say like you can't get it back, it's like you can't even get that dynamic anymore.							
S:	No you can't!							
S:	You can't.							
S:	Even if Lincoln—if they say, "Well, we going build this school here, and we going name it Lincoln High School.							
S:	" But you think about it, it's not going to be an all-Black school.							
S:	You're not going to have the memories to put there that you could go back and look at it at sometime and see—take, for an instance, like my kids.							
S:	That's when she graduated from Hawaii Pacific in Hawaii.							
S:	She went to school there and the two girls was in that club at Edward Waters College.							
L:	The Ambassadors Club?							
S:	Yes.							
S:	You know, just things—and they bring it all right here, so in case they want to come back and just take a look, it's not scattered everywhere.							
S:	I said, "You can take your stuff and carry it with you."							
S:	"Oh, Granny!							
S:	We going just leave it right here, because we know you not going throw anything away, and it'll be here.							
S:	When we come, it'll be here.							
S:	We'll just look at it here."							
L:	It's nice to have that one place.							
S:	Yes.							
S:	They have that one place that they can come back, take a look: "Where's so and so and so?							
S:	" I don't—I told Stephanie, I say, "Stephanie, I don't have—."							
S:	She says, "Oh Granny, I forgot to get you one.							
S:	Because I got to put my big one in my office.							
S:	" I says, "Okay, okay.							
S:	All right, all right.							
S:	Okay.							
S:	You put it in your office and that's fine with me."							
S:	Yeah.							
S:	But it's been so nice talking to you.							
S:	So if you got any more questions you need to ask me.							
L:	Yes.							
L:	These are just some—they have like this packet of things that just—of questions to fill out, just because this interview is going to go in the archives.							
S:	Okay.							
L:	And you're going to get a copy of it.							
S:	Okay.							
L:	They're going to record the interview, and we're going to give you a copy.							
S:	Okay, good.							
L:	This just kind of goes with it.							
L:	So okay, date of the interview.							
L:	Okay, last name?							
S:	Sharpe.							
S:	S-H-A-R-P-E							
L:	Sharpe.							
L:	Margaret.							
L:	M-A-R?							
S:	M-A-R-G-A-R-E-T							
L:	And your middle name?							
S:	It's Cooper.							
S:	C-O-O-P-E-R							
L:	And your maiden?							
S:	That's my maiden name.							
L:	Oh maiden, Cooper Sharpe.							
L:	Yeah.							
S:	I always use it.							
L:	Okay, and your home address, it's 612 –							
S:	Northeast 21st Street.							
L:	21st Street.							
S:	Yeah.							
L:	Date of birth?							
S:	June 3rd, 1932.							
S:	Just had a birthday.							
L:	Oh, you did!							
S:	Yes, seventy-eight.							
L:	19—sorry?							
S:	1932.							
L:	32, wow.							
S:	Yeah.							
L:	Happy birthday by the way!							
L:	And place of birth, that was—?							
S:	Rochelle.							
L:	Rochelle.							
S:	Rochelle, Florida.							
L:	That's R-O-S-H—							
S:	Unh-uh, R-O-C-H-E-L-L-E							
L:	Okay.							
L:	And your principal occupation is you were a nurse.							
S:	Yes.							
L:	Current information—residential history, so you were in Rochelle.							
L:	That's where you first—							
S:	Yeah, and I went to Ft. Lauderdale.							
L:	You went to Ft. Lauderdale, and then back.							
S:	Back.							
L:	Back to Rochelle and then—?							
S:	And then Gainesville.							
S:	This has been my final destination.							
L:	No more moving.							
S:	Oh, yes.							
L:	And so, education history.							
L:	First you started at the Rochelle school for first and what was the—it was at Rochelle—?							
S:	Rochelle Elementary.							
L:	Rochelle Elementary.							
L:	And that was from approximately?							
S:	Okay, let's see: I probably went there from first to third grade, and then I went from third grade because I didn't have to repeat third grade.							
S:	So fourth, fifth, and sixth, I went to Dillard High School.							
L:	Dillard?							
S:	Yes, that's the school.							
L:	That was in Ft. Lauderdale?							
S:	Mmhm.							
L:	And then you went back to Rochelle?							
S:	Mmhm.							
L:	For sixth?							
S:	Sixth, seventh, and eighth.							
L:	And then Lincoln?							
S:	Yeah, ninth through twelfth.							
L:	Okay, then your work history.							
L:	So your first job was at—?							
S:	My first real job was at the doctor's office.							
S:	It was called The ABC's, and it was Andrews, Babers, and Cobb.							
L:	Andrews?							
S:	Andrews.							
S:	Doctor Andrews.							
L:	Baber?							
S:	Babers.							
L:	Babers.							
L:	B-A-B-E-R-S?							
S:	Mmhm.							
L:	And Cobbs?							
S:	Cobb.							
L:	And that was a doctor's office?							
S:	Yeah, it was at the doctor's office.							
S:	And when I left there, I took care of a lady's little girl.							
S:	I took care of her little girl, and then I got the job at—it was Sunland.							
S:	It was called Sunland.							
L:	Sunland?							
S:	Mmhm.							
S:	And after Sunland, I left there							
S:	and I came to AGH							
L:	To AGH							
S:	Mmhm, and when I left AGH, I went to the big Shands.							
L:	And that's where you ended up working for the rest—?							
S:	Yeah, for thirteen years over there.							
S:	And in between the time, I went to nursing school.							
S:	And then, I did private duty for seven years, then I worked in the nursing home for about three; and then, I went back.							
S:	It was still Sunland.							
S:	Went back there and they changed to Tacachale, and that's where I retired from because I got hurt.							
L:	So, what was the name of that?							
S:	Tacachale.							
L:	Taca—okay.							
S:	Yes, I think its T-A-C-A-H-A-L-E							
S:	I believe that's the way it's called, that's the way it's spelled.							
S:	Okay, so I worked there for like seven more years and then I had to retire.							
L:	Yeah, being a nurse for that long!							
L:	That's a lot of work.							
S:	Yes, work, work, work.							
L:	So is there any organizational membership, any community organizations?							
L:	Civic?							
S:	Oh let's see.							
S:	I—							
L:	I know these are a lot of questions, I'm just looking at this packet!							
S:	Yes.							
S:	Right now, well I was the grand—no, not the grand—I was the matron of the Order of Eastern Stars which is OES O period E period S							
L:	And what is that exactly?							
S:	Order of Eastern Stars.							
L:	Order of Eastern Stars?							
L:	Oh, so—							
S:	Yeah, I'm a member—was a member.							
L:	I'm not quite familiar with that order.							
S:	It's a religious Masonic order.							
L:	Okay.							
S:	It's like really a secret order.							
L:	A secret order.							
L:	Wow.							
S:	Yes, and—							
L:	How long were you a part of that for?							
S:	Oh, about ten years.							
L:	Wow.							
S:	Yep, yep.							
S:	And I could—I've been to quite a few states where we go and meet like Missouri, Michigan, Tennessee, and Virginia, New York.							
S:	Did a lot of traveling.							
L:	Really?							
S:	Yes, tons of things, different stuff.							
S:	But I don't know.							
S:	They keep saying, "When are you going to return?"							
S:	And I doubt it.							
S:	I doubt it if I'm going to ever return to it.							
S:	Because it's a—once you join, you're always one.							
S:	You're always one.							
S:	I just don't think I'm going be active.							
S:	Now, my active club is—I belong to the Widow's Club of Gainesville.							
L:	Widow's Club?							
S:	Uh-huh.							
S:	That's where everybody that's a member is a widow.							
L:	And is this kinda just for like, more for like solidarity?							
S:	Mmhm.							
S:	And we have a couple of males that are widows in it with us, and we have had eight or nine ladies that's widows.							
S:	And we had this lady that started it, Ms. Susie Mae White, and she's ninety-six years old.							
L:	She started it at ninety-six?							
S:	She started the club, yep.							
S:	And she was just determined that I be a part of it.							
L:	Wouldn't take no for an answer!							
S:	Yes, and I was their treasurer for seven years.							
S:	I finally gave it up.							
S:	I just have to give it up.							
S:	They've been trying to get me to take another office, but I don't know.							
S:	I just—							
L:	Tired?							
S:	I just want to rest.							
S:	I just want to do what I want to do.							
L:	Yeah.							
L:	It's about time, right?							
S:	And the other thing: I volunteer for Foster Grandparent.							
L:	Okay,							
L:	yeah.							
S:	Yeah, I do that.							
S:	So I'm hoping I'm going to be with them another three years.							
S:	And then that will make me ten years with that.							
S:	So, if my health provides, that's what I'm planning on: staying with them for the next three years.							
L:	Okay, so the religious history; your current religious denomination?							
S:	I'm a Baptist, and I belong to Third Bethel Baptist Church, Rochelle!							
S:	Oh, yes.							
S:	I got converted in that church.							
S:	I got married the first time in that church.							
S:	And I've been there—I don't plan to go anyplace else.							
L:	Yeah, that's your church.							
S:	Yep, that's my church.							
S:	And I was just out there for Bible study; we had a good Bible study last night.							
L:	Yeah?							
S:	Yeah, I'll be there.							
S:	I don't plan on going anyplace else.							
L:	Wow.							
S:	Yeah.							
L:	So you still go to Rochelle every—do you go there for church still on Sundays?							
S:	Oh yes, my cousin comes by and pick me up.							
S:	We have our main services on the first and third Sundays of each month, and the first, second and fourth Tuesdays, we have Bible study.							
S:	The third Tuesday, we have business meeting.							
L:	Oh wow, so they teach you business practices and stuff?							
L:	That's great.							
S:	So, we're there quite a bit.							
S:	So next week starting, we probably won't have business meeting, I don't think.							
S:	We—Wednesday we'll start our vacation Bible school and we have that every year for the young people.							
L:	Oh yeah, summer time.							
S:	Yeah, for the young people.							
S:	And that's what I've been a part of it ever since I can remember.							
L:	Oh yeah, vacation Bible school, I remember going.							
L:	It was the highlight of my summer.							
L:	I loved it.							
S:	Oh yes, when I was living in Ft. Lauderdale, and I loved to come to Rochelle because I'd get to play in the sand and everything, and get dirty!							
S:	My grandmother say—people say, "Ms. Bell, you don't let her get dirty."							
S:	She said, "Yes, she gets dirty, but I don't let her get filthy."							
S:	She used to say, "							
S:	Well that's what I do; I'll let you get dirty."							
S:	But they couldn't understand how we'd come from church and could play, and not get that dress, you know, really—you'd get it soiled, but not really black, black, black; it wouldn't be that way.							
S:	But she—they couldn't understand that.							
S:	She says, "Oh yes, she gets dirty							
S:	but I don't let her get filthy."							
L:	So you would come up even when you were living in Ft.							
L:	Lauderdale, you'd come up to Rochelle's vacation Bible school?							
S:	No, we'd come for vacation.							
S:	As soon as she'd say, "Oh, no, you've got to send them back, because vacation Bible school starts, and summer school start!"							
S:	I told her, I said, "Lord, whenever I get grown, I won't have to be doing all of this.							
S:	Going to school, going to school!"							
S:	Now I still go to vacation Bible school.							
S:	And still doing something.							
L:	Yeah.							
S:	Yeah.							
