Text	Person/num. agreement
That’s the only way you can be successful, is to take that first step.”	0
Because certain factors were more critical to me at that point.	0
It wasn't like a squad, it was the whole company.	0
" Elouise would get her notebook—you gonna see there aint nothing there?"""	0
She said, “Well this is my last time coming .”	0
Like, if we was back to a support base or something like that —or back where everybody’s at .	1
My earliest memories was before we moved from Jacksonville, which I was born in 1943, so this was —like, remembering when I was five years old, when we lived in Jacksonville , before we moved to Melrose in 1949.	1
I have one brother and one sister.	0
No, I was born at home.	0
They were just the big people in the school.	0
That’s why I don’t care for canned peaches today.	0
[And there's lot of history that's been made behind all these walls over here.]	0
So you went out, got knocked out , and that was the end of it.	0
[Xavier Brooks, Navia Bishop, Jonathan McKnight, Shalvis McKnight, and Jacquon Williams.]	0
For me it was, I feel like for the most part it was exactly what you hear.	0
So, this is what you’re dealing with and it goes on to say that Israel or Jacob face will not become pale, so when you see these so- called pale- faced Christ or these pale- faced people that call themselves Jews —they’re wrong!	0
And I’m pretty sure I was just so glad to be back, it probably didn’t even bother me that I didn’t get a welcome.	0
[Full name is Kenneth R Dennis,]	0
Here in Perry, I mean, there were—everything in Perry wasn’t all good.	0
And if it were, then actions were taken and everything, because we really had to come together and realize that we was all brothers and we was fighting for the same cause and we could not go into combat hating each other or not protecting each other’s back.	1
And our interviewee today is Dr. John C. Rawls.	0
With the University of Florida, from my perspective, and during high school, the education was definitely a real plus, the abundance of resources, there’s just a lot of opportunities.	0
[So I helped to care for the three younger ones.]	0
[Well, because Coach Turner was a real coach.]	0
Well I have to ask you, are your eyes naturally blue?	0
I guess air mattress probably make noise if you twisting on it, or moving on it , or whatever.	1
And the service station is turned into a chicken place; fast food.	0
So that was that.	0
I didn’t feel this, that or the metallics.	0
The wood mill that makes lumber right next door to us had asked to buy this property from the Taylor County School Board and they did sell them, I don't know, maybe two, three acres just to our east and to our south.	0
You have to do that to become a Q Say, friendship is essential to the soul.	0
This happens .	0
My name is Arthur Thomas	0
I don’t know what they did and I don’t wanna know because this one came to me, he was about six feet tall — and the doors were open because we didn’t have air conditioning at that time.	0
Do you believe that contributes to the importance of family in history?	0
How long were you in the Service?	0
So, I had no feelings or nothing , or worrying about anything , because I didn’t know what it was like.	0
And by the way the quarters that she was talking about, sits a little bit to our right.	1
[That didn't seem to be the case when Jerkins was a school]	0
Well my teacher, she never would tell us to close our books, but we knew our books were hand-me-down books.	0
It was so pretty	0
So progressing with your topic of support, how was education implemented in your household, how was the support from your family, your parents, grandparents, how did that possibly aid in your educational development?	0
no this has been lovely.	0
It was a good sign of peace.	0
You could not look down on the ground when you was talking to Ms. Meyer.	1
[But for now, on behalf of the Oral History Program of the University of Florida, like to thank you so much for taking this time.]	0
So it’s really communicating and communication is becoming a problem all over.	0
so when the railroad was all taken away from us going to Lakeland — that’s where I went to college, Florida Southern— I came home on the bus.	0
My two teachers there was, the first one was Mr. Major .	1
and she was really nice.	0
And that’s one reason why the Alumni Association at Lincoln is working now to try to get some of that restored	0
Well, the brownie was the upper level.	0
and I wouldn’t camp out now but back when I was in Vietnam a lot of times you smell a little bit uncomfortable because there’s nothing you can do about it.	0
I had a teacher by the name Lanore Stedman, taught almost forty to forty -eight years, she was our civics teacher in middle school and she was really into, you know, city government, local government, and really kinda pushed that.	0
[But you were raised in the north, so I was asking what was it like?]	0
Well, you mentioned doctors and medical care and things.	0
When we first talked about this activity on the telephone, before we had a chance to meet, I could tell that you had a lot of excitement.	0
Early 70s the movement was still going on.	0
I mean they was smelly, rotten and stuff	1
We are currently in Gainesville, Florida I am interviewing today Mr. Witchell Lafortune a student at the University of Florida.	0
And I was like “Wow .”	0
If you would tell us a little bit about the Taylor County Leadership Council and how this marker celebration came about.	0
I live in Tallahassee, but I drive down here every month to pick up the light bill and water bill and take care of the house.	0
So among the places to go, Alabama was on the list and it ended up being the one they chose.	0
Was that the right way, or is this the right way?	0
Is that because there were home remedies that you could use?	0
[Okay well how did that make you feel when you heard that Jerkins was being closed?]	0
She grew up around here from a aristocratic family and we just wasn’t gonna like her.	1
He raised collard greens, mustard greens.	0
I could tell that I was not violent or anything, but I was not the person that I was before I went, because I was dealing with things.	0
Because in middle school the last thing that’s on your mind is where you’re going to be five years from now or seven years from now.	0
So it’s not just the three children that she birthed, but my parents also raised seven other children within the household.	0
That is where our barber shop is now.	0
It felt like something was crawling in my head .	0
Or if it wasn't Brown's it'd be somewhere over there.	0
Once my class graduated in 68, both the football teams consisted of my brother’s class that was involved in 69.	0
In your opinion do you feel like it restored peace or just established a sense of restoration within the community of people?	0
I had already been to Jacksonville, I had been sworn in the Air Force, I was in the delayed enlistment program for the Air Force.	0
I know the brownie was —my grandma had one.	0
I did what I could to help him but that wasn't much because he didn't have very much upstairs in which to help himself learn.	0
But he was going to send me back to Vietnam, but he extended so I’d go stateside.	0
And it really captures his attention and so he wrote it	0
' And 'Mesopotamia is where?	0
My mom wasn’t a big eater of what we consider wild life, but most of my family was.	0
As a matter of fact, I was talking to a doctor a long time ago, and it was about Vietnam , and she say , “Now, it’s going to open up a can of worms. ”	1
Did they — he just said the man made advances to his wife so he shot him dead in the middle of the street in the daytime?	0
We are looking at some juvenile justice programs now that we are going to apply for and then pay rent to Taylor County Leadership.	0
Your grandparent’s parents on each side?	0
[Well I have one son and four daughters, and my son is named William Stoneworth, and my oldest daughter Davida Stoneworth, my next, no Davida Stoneworth Jenkins.]	0
That was Mr. Grady’s daughter in law, Helen.	0
The doctor’s office and the doctor —the Black lady was in pain and the doctor was not coming.	0
[Well, I'm from a group of twelve boys and I have eleven other siblings – males – and we always thought that we were always proud to serve our country.]	0
And the discipline and everything that we had in school was entirely—discipline was different from what it is today.	0
We had a machine gun behind the tree so we set this mortar up in this bunk crater , and what it is you drop it down a tube.	0
And one thing that I appreciate, things that she did and the things that my teachers had taught and always expected from us was discipline.	0
Well, she was my mentor in high school and, although I didn't pursue my music degree, I'm still involved in music to this day.	0
And what was your job that you were given?	0
[My next brother is named Thomas Demps.]	0
[But, most of the time we was in a second- class society.]	1
so I was here about nine years ago to a Demps reunion; family reunion and I was talking to some of the schoolmates.	0
It was tied into your values.	0
High among the list was financial reasons and the family at the same time was just in the need for a fresh start.	0
When I really started my schooling was when I moved here to Miami and that’s when the real of the situation hit me.	0
And some of these people are doctors, lawyers, very successful people in their own right; and they grew up out of Perry.	0
The punishment in Ancient Egypt was a base caning and they still exist.	0
Do you know anything about the professor in regard to his involvement outside of the classroom?	0
[I was blessed.]	0
They had everything and when they come around there smiling, grinning, Mr. and Mrs. So-and-so this and they said Uncle Butler, Uncle Harvey and many refused to recognize them as their equal as a man and they were more fluent with their houses and cars.	0
So all they wanted us to do was do your chores around the house, do the schoolwork, and don’t get in any trouble.	0
And a guy might have ran to get his buddy in a hail of fire, might wonder when you settle down, “You know I could have got killed” but you don’t be thinking about that at the time.	0
Okay, now this is you.	0
And by the end of the quarter , I was typing thirty-one words a minute and he was barely making his twenty -five.	0
[There were neighborhoods that were all White and neighborhoods that were all colored.]	0
Do you have brother or sisters?	0
And the dead was there for about a week.	1
They all deceased , but my dad was Cornelius Clayton Sr. and my mother was Ruby Lee Clayton which is deceased.	0
Because it was a time of oppression and corruption to the point where oppression of all people.	0
We also had C -40 heated up with this stuff you could blast up a tree; we didn’t blast trees, but you could use it to heat up the little can.	0
Well, by the time I got to sixth grade, we had to Brookton-Scanlon, which owned a saw mill in Foley, sold out to what is now, which was a Proctor & Gamble mill.	0
It was.	0
Since you grew up with really nice food, you are like, 'Well, we could go to a restaurant'.	0
What was that like?	0
So, his mother, our mother and him, together, got five hundred dollars from all those hair dressing, and he worked at Alachua General Hospital and so he came up to Papa with the five hundred dollars and Papa said 'So you meant business?'	0
So talking to the kids at school, coming here doing this interview, these are positives for you.	0
That’s why German soldiers made better soldiers than the American ‘cause they went up through the enlistment ranks, then, they became officers.	0
What was your experience like being a student athlete?	0
And I had a cousin stationed in the Air Force, him and his family was there.	1
It was a good thing.	0
Man what is the truth?	0
It was really, really important and especially considering that I was IA, that also provided another level of people that I could reach out to and opportunity that I could push through.	0
[I became the captain of the football team, and it was the beginning of a good thing because, when I went into the Army, I received a leadership position in the army.]	0
But over at the school in Johnson, the principal was named Mr. Leroy Mullins.	0
Good thing it was there.	0
[This was back in 1914, 1913.]	0
and it’s used in a position where it really wasn’t until high school where I really saw where education could take me and college and so on.	0
I’m not your sister.	0
But there was always that extra step that they were willing to take, to make sure that every teacher that I was under, they always took that extra step and went that extra mile to try to make sure that were successful and achieve their goal, which was to educate us and prepare us.	0
so, where having education was a privilege in Haiti.	0
I need for you all to know that my mother, Minnie Thomas, was the first cook that was hired at Jerkins.	0
As you look to the next chapter in the story of Taylor County and Jerkins High School, what do you envision to be the next steps that you take, the next challenges that the organizations face?	0
I wasn’t going to ‘Nam, man!	0
Okay , and was that common?	0
She was just out of college.	0
[and she was a business woman here in Perry.]	0
So she said, 'Okay Mr.Rawls, he'll be there today and you let me know any day that he is late.'	0
A basis from which to stand, that they can then stand on our shoulders and we can hold them to higher heights to let them accomplish those things that is beyond where we are today.	1
Yes it was great.	0
It’s not long for this kingdom ruling today, not just America, the Europeans in one days and you got four seasons.	0
And they had to care, because the teachers under those circumstances had to see what you inspired into the students when they went on.	0
He laying out there with his head on the ground, and the stomach up like this .	0
No, he was blown to pieces then.	0
But my whole life, for six and a half months, was out in the jungles.	0
[Now what can I say, he was White.]	0
Okay but if you got mortars, that were your job, you knew how to operate?	0
Okay , it was modern, and some of the teachers I had there in— I’ll say middle school —was later named Ms. Victoria McNeal , and the teacher that taught me when I got promoted from the eighth grade to the ninth grade, his name was Robert Allen.	0
But I do visit her church sometime, and there’s another church in Johnson that ’s only fifteen minutes away that I visit sometime.	0
I saw different individuals taking education for granted and that really puzzled me in my early growing up just because it was what was rooted in my mentality at the time.	0
And two, how many parents can help?	0
[I was there for, let's say, about ten years.]	0
I don’t go out and discuss this in open with anyone.	0
You've given two excellent examples of these men, but in your opinion, for the students at Jerkins and for yourself, what is leadership?	0
When I fired down at the enemy, I would take my M -16 and I would hold it up like this .	0
A lot of the things that I learned in here in this school here and from my teachers and my peers here, and also my fellow classmates.	0
[We are Americans that happen to be of African descent.]	0
and I mean she played by notes and what was on that playing page.	0
And because she was born on Pearl Harbor Day, I can remember that.	0
What are your expectations of this reunion and historic marker dedication?	0
And if you go there, you don’t have a way of getting past it—. Here, a regular bake Jake was my math instructor.	0
"Is this problem right?"""	0
I have to get to sign a little release form to say that it’s okay that we put your oral history in the archives at the University of Florida.	0
But they built us a block school, which I’m talking about now , but before that block school , like when I was in the first grade, we was in a old wooden building, and that was back in the 50s.	1
You remember them like they’re your parents.	0
That would have been, end of November 1963 until 1968, he was president.	0
[And like I say, when I left from over here, I was in the seventh grade, just beginning to get into the high school.]	0
[All right, this is Marna Weston for the Sam Proctor Oral History Program.]	0
So, for you does the songs, do they relate to you or have like any meaning, any specific meaning to you, this song?	1
Yeah when I used to teach I’d ask the children I said, “Now is that clear?”	0
I’ve heard other stories about musical genius in this area.	0
Because what you have to say is important and I’m not always right, you see?	0
Do you know anything about truth commissions in Florida, specifically in the Gainesville area?	0
Okay so there are two grocery stores right on Main Street?	0
And I got one of those camera which was light, I started, it was a 127.	0
We flew over there by commercial plane in May of 67 and that was the beginning of the monsoon season , which is a rainy season.	0
[Before we get to Hawaii, that's where we're going next, I just want to ask you, what were your impressions of the country during that period of time?]	0
What was it like living in a segregated environment by law that you had to be separate?	0
In the ninth grade we was assigned to a home room teacher which she—her name was Ms. Rachel D. Williams , and I was the teacher’s pet.	1
"[Well she told me she said There were the ones doing the burning and the one doing the running and I'll leave you to figure out which was which.]"""	0
But now, all cultures are living everywhere, and thank God for the change.	0
Like if this newspaper was the bomb crater, it dropped two rounds, direct hit.	0
It is!	0
He was a cook at the time.	0
or he was a good football player and teachers were jealous of him because he gonna get him a scholarship to go to college.	0
Yeah, she was so tired this morning, she was	0
Oh yeah, that was great though.	0
Was it one of the versions of Jerkins that was burned down and then ?	0
And could you describe your home life for me, like when you were a child?	0
They go there almost like it’s a daycare or something.	0
I had to work out in the field some, but not much, mostly was in the house with mom; cleaning and cooking and doing the house chores.	0
It was good, you have picnics, it was a good place to have picnics.	0
And we were walkin’ to town, and this lady, now listen to this.	0
"[In fact they were saying Don't take money from a county because they are not totally integrated,  if they are attempting to integrate,  if they are trying to comply then let them have their money.""]"""	0
So it was getting frustrated doing that time of the year, but you know I stayed focused.	0
Yeah, to his wife.	0
What are your earliest memories of education?	0
They don’t have this kind of information in books.	0
I'd like to talk to you about another leadership organization that you are involved in that'll probably lead to concluding the interview, but I wanted to give you a chance to talk about it as well.	0
[and I was in the band.]	0
Because school lunches today are like pizza and French fries and stuff like that.	0
My dad name is Earl Jackson, his parents, he was raised by his mother.	0
She was just a friend.	0
Both my mom and dad, this might sound a little typical, but my mom really rooted in me taking opportunities, don’t be scared, don’t hold back, when you know you can take a step forward.	0
My mom said she was at the office one time at my school and one of the parents came up to the school and said, “You’re giving my child too much work .”	0
And as I reflect back, that's what my parents did for us.	0
Once I saw a little taste of progress, a little taste of accomplishment, I personally wanted more and it kind of broke off from oh my parents wanted me to get A’s to I wanted to see myself do good.	0
She was the only student that this particular teacher had ever had who when she needed to catch her breath— for fresh air or whatnot —to come up and get the hall pass.	0
It was just awesome.	0
She wasn't in town this week?	0
So that was generally my growing up experience.	0
and she was one who always thought the teachers were picking on her boy	0
Those were apple bite roll.	0
It was hard for me to deal with that.	0
She was a dancer, I wasn’t much of a dancer, but I dated her for like—I had been married and separated, I mean, divorced.	0
and they were right about that.	0
I think it was Emporium, that we would go in, and that’s where I bought my first doll.	0
But it was Mr. G. W. McCall.	0
There was only, like, one or two lawyers and he got a lot of business then.	0
And he went on to say that some of them communists, some of them dictatorship, some of them democracy, we don’t need nobody to change nothing.	0
Because anywhere what I get on let go, anyone going to be able to be able to parent anyway.	0
[And I was working at the time, in fact I had a very good job, I was a state employee, working at the state mental hospital.]	0
[I retired from the school system here, if I have to select one causative agent, I would say that there was not the same hunger for growth and knowledge and excellence with integration that we had during segregation.]	0
This is gonna be my last time coming out here.”	0
he said “That was your lunch break .”	0
So it was inspiration and I not only inspiration but, when you inspire somebody, you got to captivate them, don't alienate them.	0
So then you do this just like that.	0
I was born in Jacksonville, October the 19th, 1943.	0
By experience I was working with the guy side by side, but then when I became the mayor, he didn’t think I should be qualified and he tried to give me a hard time, but he eventually realized I know what I was doing, and I had the best interest of the town.	0
[Now the sisters, remember I said two sets of kids right, they were all younger than I was yeah.]	0
So it was one of those things that if you turn the light on, turn it off.	0
but he’d go to the Methodist with us.	0
Not saying that’s why they were good, but they were very good.	0
He didn’t want — if he were alive right now we wouldn’t have any of the new things we have like stores and all that.	0
So I really had to take the words they were telling me and take education seriously.	0
Jared and Irene Griffin and were they born in Fort White as well?	0
Well before you go there I want to talk a little more about your English class.	0
Talking about that, in your opinion, what are some positives and negatives associated with the University of Florida?	0
I thank the good Lord for the strength of the parents, and the guidance that we had.	0
I was born August the tenth, 1948 in Fort White, Florida.	0
I, also, have a lot excitement having met some people in the community, and let me just say, on behalf of our program, this has been a fantastic weekend.	0
To talk to some of our elderly graduates the lady that you spoke with today some of the things she was telling you, I had never heard.	0
[When you finished high school, what did you do?]	0
[And what year was that?]	0
Her name is Harriett Jacqueline Clark.	0
So was junior year a bad year , because you just skipped all over that one?	0
Right, or we were kin to the Warrens.	0
Well as a result of integration, there is a lack of the problem of understanding and I'm not thinking solely in terms of teacher understanding a child only, but the child understanding the teacher and the parents understanding the total situation.	0
[Now, we had our salutatorian here, our family had salutatorian at Taylor County High, but I say it's all attributed to what the family insist on, segregation or integration if the family insist on doing the very best you can and becoming the very best that you can, in implementing and deploying those things that you can gather from the village, then success will be at the end of the road.]	1
and I said to my husband, 'Ms. Thomson is the one that did that for me.'	0
Okay, but the teacher was your favorite.	0
[Then, when they come out with the they didn't want us  say that they repeal, what that was?]	0
[William and Lawrence Hughes married Edna and Haddie Robinson and the reason why I am so proud about it, in 2009 when Mayor Bloomberg of New York named 'The Three Most Outstanding Black Men in the Last One Hundred Years', you may recall he named Dr. W E B Du Bois, A Philip Randolph, and James Hughes, that helped to build the World Trade Centers.]	0
[What he did or what his daily life was like?]	0
But as far as what's taken place so far, can you select a moment that's occurred so far over the weekend that has really led you to see why it was important to start this process in the first place?	0
And are there any other brothers and sisters that maybe were born and no longer living?	0
There won’t be anything in his record on it .”	0
And that is Bab, B-A-B?	0
When I got back to the hospital that night, they made a little incision , and took the little tiny fragment out .	0
She was just a date for that night, just a friend.	0
I get a little emotional when I tell this part.	0
And that’s where I started when I was in the first grade , and went there a few years , and then they buse	0
[I cannot go in the back door in this store.]	0
[So you lived in a multi-generational home with your brothers and sisters and your mom and dad.]	0
It was part of the settlement that they would have a baseball diamond and a facility set aside where people could go and have parties and et cetera.	0
We was out back in the day when we used to go to the juke joints and that’s where I met her.	1
Man, I was on the move.	0
I was already having headaches, nightmares , and was discharged that way.	0
No, it wasn’t.	0
East side of Melrose, which is Highway 26 going east to the red light.	0
I said, 'That's gonna take about five minutes, you better know what that is.'	0
You know, I'm sitting there- asking these words and stuff, Mr. Ingram, my major is math.	0
But the legacy that this school has through its graduates lives on in our families.	0
Well, I started taking pictures when I was , like, twelve .	0
He was a great scholar for spelling and for phonics.	0
What was the name of the man that had the dealership?	0
Even though he was my buddy, he was closer than a relative.	0
Oh, that was him.	0
He was down here talking about he gonna be a dentist and going to A&M because his uncle went to A&M and made all this perfect score, but he thought wrong see.	0
And I remember that all the family was poor.	0
The first camera I had was a camera— I can’t think of the name of it, but the film was 127.	0
I pulled the record, and I said, “The daddy’s name is not on the record so we can’t notify the daddy about it .”	0
Okay , and so grow ing up you mentioned that you had siblings to take care of , but were there any like chores or responsibilities like divided up within the household?	0
Well my first year, ninth grade, I rode the bus, we travelled by bus, and traveled home by bus, and then in tenth grade, my parents got me a car, and so I drove to school, tenth, eleventh and twelfth grade year.	0
I was right out there when it started.	0
As a math major, who cares about English.	0
[Okay and what was the subject?]	0
[Did you actually ever see anything like that or was this something people talked to you about?]	0
He was the chief of police.	0
They went along with that false bait, they fell for the hook line and sinker and now, they are reaping the negative part of that.	0
[First of all, we are home.]	0
This company had got hit pretty hard by the enemy and they didn’t have really enough to maintain so they rebuilt the fourth by adding more troops out there.	0
Just coming back to where I was, it’s a better seat.	0
Glenn Miller was really popular then.	0
And when they got together in Virginia, and his father found out about it, he took my grandmother and they ran off.	0
We fought the regular soldiers, so when you run into them, they are ready to fight.	0
And also my coach, Coach Samuel Turner, my football coach, whom I played for quite a few years when I was here at Jerkins.	0
Was it common for people in your area to be born at a hospital or at home?	0
Well, was there anything that I didn’t ask about that you were hoping I would, or anything you want to add to any other stories?	0
Ever since Bonnie was born I’ve had help, until just recently.	0
I got to Vietnam just as quick , but I wasn’t going to take three.	0
so I could get away from the prejudice and this type of life.	0
They did not want people living that close to the mill because of environmental hazards or, they say the spillage from the mill wasn't good to breathe and stuff	0
Could you describe what was happening?	0
There were two born, and I don’t have remembrance of them .	0
Who were the teachers that you had over there?	0
She was born in Madison.	0
As a matter of fact, I was working at Shands when Dr. King got killed.	0
You weren’t paranoid.	0
Education was really big in my family, I remember at one point in dad my dad saying, I think I got a C in something, first C in a while, my dad saying, “You can do better than this, that’s why	0
Teach him to fish, feed him for a lifetime.	0
And you know, it was pitiful.	0
Thank you for sharing your perceptions and I like to close every interview giving the opportunity to the person I spoke with to comment on the interview or anything that they’d like to say and when you finish those comments, that’ll conclude our interview.	0
Where did you work that you found this?	0
So I finished my nine months up at Fort Benning .	0
I don’t even know what they were doin’, I didn’t ask anybody what they did.	0
I said, 'The area of business where all you do is go to the meetings?'	0
I put King there, but King was when I came back from Vietnam.	0
That’s when we got married, with the second one, because she was going to go back to school.	0
[So, that's one major reason why I brought my grandboy, so he can see what we are doing and what happened in this history, making markers and historical site, and it just wonderful to be here this afternoon.]	0
Success is continuous growth, that’s the simplest way I could put it.	0
Psychiatrist medication didn’t help.	0
It was.	0
Where the hospice was, that was a grocery store.	0
So we carried him on out to A&T. He did real well out there and was just out looking at the football team practice	0
Which high school was this?	0
They always chose this one.	0
Okay, and where were they from?	0
So, there was a lot of resistance here about moving?	0
like other families taking care of other people that not necessarily were their children, or just other family members that they were taking care of?	0
The difference in what achieves from this one is from here to here but achievement is greater if here to here.	0
And at school we went from the first through the fifth and we were transported from Putnam Hall to Johnson for just a short time.	0
My mother was born May the fifth 1929.	0
Right where it is.	0
I said , “Now, if stays here the rest of this year and next year , there’s a possibility that this will be pulled from his record.	0
If there’s a family that kinda, for whatever reason the parents weren’t together, they couldn’t take care of them because of financial situations, or whatever the case may be.	0
[I'm not really sure, but I think that there was some disagreement between our parents.]	0
So, it wasn’t like we somewhere and got a group of people saying, “Well, Dr. King got killed. ”	0
I think it makes life more realistic in a way.	0
To be my grandparents who was living down there.	1
It’s just a area that they’ve giving that name of Columbia City.	0
Now that was a big thing in High Springs.	0
What was about Mr. Brooks that you admire?	0
They were just so amazed at my conversation piece about stuff that happened.	0
What I remember doing was, I think it was my junior year—	0
I said , “Get you a pointer or a yard stick and Westward Movement, you let them know the Westward movement was moving from the Atlantic Coast on into land, on into the West , crossing the mountains, then crossing bodies of water .”	0
She went to Valdosta Teacher’s College and she taught in Georgia before she was married and then afterwards because they lived close to my daddy’s mother and she kept my sister Winnette until school was out.	0
The books we have, some of them the pages were torn out or whatever it is.	0
You were dressed like you were going to church.	0
So when things final cooled down one guy—American, our troops—he was going out just to be a listening post at the edge of the wood line, because we had our dead troops there.	0
Let’s see now, what were their names?	0
What was the name of this best music teacher ever?	0
You know, back then, you didn’t have a washing machine.	0
People would go into the streets and March and protest on social issues where that doesn’t happen today.	0
The other one child that I had was by an ex-girlfriend that I didn’t mention in the conversation, I talked about the two by my first marriage.	0
And, then, when they pulled her from there and brought her back to town, and that was when I was at the hall.	0
This was after Tet, right?	0
and she assumed it wasn’t a play gun either.”	0
Right now, funding is everyone's problem and it's certainly our problem.	0
And that was a decision that they made as part of the integration.	0
I think right now to focus on totally rehabbing the facility, establishing the Jerkins museum, the African American museum, here in Taylor County.	0
Reverend Lewis was out of Chattahoochee, Florida.	0
Well I could eat the biscuits with syrup and we were never hungry.	0
He was in the air force.	0
I think I was in my senior year in school?	0
[Who are who were your mother and father?]	0
No, my school tenure was always right here , on this property.	0
It is going to be a struggle because money is tight.	0
[Okay, from birth my full name is Isabella Diane Taylor, maiden name, family name-Taylor.]	0
Another lady —this boy just wouldn’t get to school on time.	0
And a matter of fact, there was the church across the street , and some of the class had to be taught across the street in the classroom.	0
I was born in Madison, Florida.	0
We could slow dance, too, but then he was the best jitterbug dancer I ever danced with.	0
Ms. Grady and Helen were both big workers in the women’s club.	0
So it was Annie Jean Thompson when I married her, and she’s close kin to Coretta Scott King in New York.	0
I was telling him the Westward Movement .	0
[Okay, and how would you describe growing up with your brothers and sisters?]	0
[Um, my favorite teacher was oh boy, in the primary grades uh Ms. Ada Jerkins.]	0
But, she was there and she could provide something for us when we came home.	0
Okay, number one, the reason it’s called Speedville is because there were more Speeds up there than anybody else.	0
It gives the kid a full view of how all those systems work together, and that happened when we were in school.	0
My name is Willie J. Hightower Jr.	0
I could vaguely see his buttocks.	0
And we’d go to her house, and we all brang her a dish , and I ’d take some good ‘ol fried chicken.	0
[The college is no longer there because of the pressure on the college; all funds dried up, so Friendship Junior College is no longer around, but I was very proud to play football there, to further my education there, and there was a sense of pride and a continuation of what Jerkins had given me because on first team there was six of us from Jerkins High, on the first team at Friendship Junior College.]	0
[Christian Tabernacle.]	0
And I think that was the to me that was the spirit of this weekend.	0
But after we was set up, a squad went out.	0
What was their response to you?	0
[Well that must have been kind of scary that you could have been going to the grocery store and buying groceries from the same people that was burning stuff.]	1
[My oldest brother's name is John Demps Jr.]	0
and I was in the College Heights Choir.	0
That was a really good quote and a really good explanation of why you chose that quote, and so taking that and progressing forward into your college career, what made you choose the University of Florida?	0
My mom and dad, this creek was very strict—“Oh, no!	0
[And I've seen that movie Witness that everyone uses to identify the Amish.]	0
yeah one went to FAMU, and he wanted to be a dentist.	0
Winston is Ms. Madeline’s cat.	0
Well this year's, you know, we were celebrating former teachers.	0
It was as though you was at home.	1
Oh Putnam Hall is also in Putnam County?	0
She said, 'I got this from the child. They're going to lunch now.'	0
And let me get you to sign this little paper it's just a little thing to say that it's okay to put it in the archives.	0
They definitely wouldn’t fly us nothing out if there was something going on.	0
Oh now, don’t tell me you were strapped.	0
We took care of our own.	0
I mean I had torn tissues , so what they were doing, they was cutting the rigid tissue , because I got two big scars up here .	1
This is Marna Weston for the Samuel Proctor Oral History Program at Loughridge Park in Perry, Florida on July 14, 2012.	0
Back in the day , we was going out to the club.	1
[The next one is Jimmy Demps, Charles Demps, Chester Demps, Newt Demps, Harry Demps, Alexander Demps, Joseph Demps, George Demps, Willie Dean Demps, and Herman Kent Demps.]	0
[Childish things you know.]	0
[Do you have brothers and sisters?]	0
It was always a sergeant.	0
I've had the opportunity to speak to some of the people bringing food, people coming in donating services and time over the weekend and at the same time, I was kind of coming back in and forth during your presentation.	0
No, I registered here in Perry at that time.	0
You were married, but then you were single for fourteen years.	0
Again , it was a learning curve.	0
[What was that like?]	0
There were certain classes that you had to take.	0
But anyway, she had three boys and they were all in service.	0
Back home my dad used to be a preacher and my mom used to be a caretaker for elderlies.	0
I didn't know what discrimination was until I moved away actually.	0
"See he was trying to get something for nothing. """	0
[It was a three year program for medical students and they would pit them against four year students to see how well they did and those three year students tend to done so well that they were going through a three year accelerated medical program, but the first Black to receive a degree from that accelerated medical program was my youngest brother Dr. John Hughes, he's a  in Houston, Texas now and is also a clinical professor at Baylor College of Medicine in Houston, Texas.]	0
Down there it was just full of people.	0
And, I can imagine the counseling then was really intense.	0
The same song we played, I met the band that wrote it and recorded it, and got an opportunity to play with he and his band in Montgomery.	0
I know it’s weird talking to a White person about Black history stuff.	0
Here I tested down here but I have achieved here and my achievement in this one was there so, was I a better teacher for this one than for that one?”	0
His name was Talmadge Clayton Thomas.	0
The other may pick corn, and so a lot of our vegetables was picked up that way.	1
It was Mr. G. W. McCall’s bank, private bank	0
No I think it was just basic and a whole lot of diagraming which I don’t think I ever learned how to do that.	0
When you see this collection of people coming back today, it is to pay homage to a memory that got them started on the route that they are now pursuing.	0
Yes, I do believe UF is diverse just because you can find different people from different countries, different places, different areas of life, on the same campus.	0
oh, he was a mess.	0
Then later on this arm got infected.	0
It kind of progressed into slavery and then into abolitionist wars, the civil war, and then modern day.	0
We’re going to transition into the next topic, so we’ll talk a little bit about truth commissions, do you know what truth commissions are?	0
I’ve enjoyed talking to your secretary, I’ve enjoyed the two—are they students ?	0
[And, I think the reason we don't have any more Black teachers is because the kids that are finishing school in education have no desire to live in Perry because they are limited resources and limited entertainment.]	0
Now, a good example: I had a teacher come into the office one day, she was on her way to lunch and she said, 'May I close the door?'	0
As you know, in the University of Florida, the African American community is not that prominent.	0
I was getting my compensation from the VA then my GI bill, and that was my income.	0
[Six, end of the grade six then went to Rittenhouse Junior High School for three years and then to Norristown High School where I graduated in 1952.]	0
It’s meant to address racial issues that have arisen in its most general form.	0
Okay are they both still living?	0
So that’s a long time, ‘cause see I’m seventy -one and you think thirty years before I was born, they were singing that song; “Jesus keep me near the cross”.	0
So, she sent me to school with one of the teachers, her name was Hazel Williams.	0
We came here from Georgia but I was just in mother’s arms.	0
that, because it’s a small school, but we were taught the politics of slavery.	0
[So concert prayer isn't there, and see the thing that was so important—I didn't realize until many years after I had graduated from college and had been working a few years—what mom was doing in having us to assemble for prayer every morning, that was a group alert and it was also an inspection.]	0
[And he was, like I said, a Norristown family, and he had several brothers and sisters.]	0
Well, when I got to military service, my fingers were getting stiff because I wasn’t using them.	0
