	Speaker	Text	Person/num. agreement	personNumberAgreement
358	F:	No it wasn't, no there wasn't, no there wasn't.	0	0
359	F:	[Helen Flowers, Verna Bishop, Thelma Bishop, and Lester Flowers.]	0	0
360	F:	It's a wonderful day and we are sitting in the front part of the house.	0	0
361	F: %PN	"And my father's favorite hymn was ""Jesus Keep Me Near The Cross,” so I think that' s why --that's mostly what in the years, maybe in my growing up to maybe ninth grade , that's mostly what they sang; hymns."	0	1
362	F:	But he was a nice teacher.	0	0
363	F:	But right here at this corner in High Springs.	0	0
364	F:	So I said, 'He missed Monday, he missed Tuesday, he missed Wednesday.'	0	0
365	F:	So when I was four, five, six, seven, eight years old I was thirsting for the truth.	0	0
366	F:	Were you ever in a situation where the enemy infiltrated your lines and they were all around you?	0	0
367	F:	[They didn't like the Baptists church because the people got very noisy, carried away, shouting out, and that kind of thing.]	0	0
368	F:	Have you ever visited that church?	0	0
369	F:	When we moved to Miami, Florida that was our first place we actually settled down in the United States.	0	0
370	F: %PN	We was taught about segregation from babies.	1	1
371	F:	I can't remember what it was.	0	0
372	F:	The rest of the school will know these are the seniors.	0	0
373	F:	It was eighty - one to ninety -one one month.	0	0
374	F: %PN	Their salaries was not good.	1	1
375	F: %PN	"and so was my mom, but I tell them you, I says, ""When I was coming along, if the rules and things that were like that are now the laws, there's a lot of people would be in jail or in prison.”"	1	1
376	F:	In another part of the campus, we could have daycare.	0	0
377	F:	We're going to use this to try and get some assistance from the local government to do some things that really need to be done for the facility.	0	0
378	F:	That was his family.	0	0
379	F:	What would you like to see or do you expect to see happen here this weekend?	0	0
380	F:	[So do you have more information about the people who raised you?]	0	0
381	F: %PN	"and so he would come to the next meeting, just tryna throw me off or make little judgement calls like you know, ""why we got a Black guy here running this town.”"	0	1
382	F:	You know some classes you don't mind if you miss?	0	0
383	F:	Who's room, where is that?	0	0
384	F:	Okay, one thing I learned at Lincoln when I was a teacher my first teaching job over there at Lincoln, I knew I was in school with a level of parents.	0	0
385	F: %PN	We was very independent.	1	1
386	F:	"I'd get me twenty five of those and that would be my lunch and because see my parents said ""You're working now?"	0	0
387	F:	It was a good thing.	0	0
388	F:	Louise Markey talking about s	0	0
389	F:	My whole life was sheltered really.	0	0
390	F:	and I feel like the dynamic of worship is different.	0	0
391	F:	The board members did pass the resolution where they gave this facility to Taylor County Leadership.	0	0
392	F:	[So I was like between seven, seven and eight years old.]	0	0
393	F: %PN	[What is your definition of leadership, having been a leader in a school and now historical leader here with the class of Jerkins High School, what is leadership?]	0	1
394	F:	That was my advanced training up at Fort Jackson.	0	0
395	F:	As you may tell this tale, sir.	0	0
396	F:	This was the beginning.	0	0
397	F:	And, I still love to give because that's what her life was all about.	0	0
398	F:	Well, short term is to waterproof the existing buildings, to add additional infrastructure capacity of the buildings, i.e. to build and renovate existing bathrooms to get the sewer system up to capacity where it can handle large functions that will happen here on campus.	0	0
399	F:	Their main goal is to reconcile with the past wrongdoings, address them, and also make people aware of them.	0	0
400	F:	I know earlier you talked about the education, scholarships and opportunities afforded to you, but did this ever cross your mind?	0	0
401	F:	Now, the Westward Movement what is that?	0	0
402	F:	But the thing about it is trying to correct them.	0	0
403	F:	I had a teacher when I was in about the third grade.	0	0
404	F:	[Well this is such a delightful interview, I've been instructed to kind of wrap it up with you.]	0	0
405	F:	[When and where were you born, sir?]	0	0
406	F:	[Well for example, you were president of your freshman class.]	0	0
407	F:	[And so if you going through the violence, you know, that's a different way to go, but nonviolent is the best way to go.]	0	0
408	F:	He's the one put is in this predicament.	0	0
409	F:	[In fact we didn't have a our school building burned down when I was in the fifth grade, so we didn't have a school we had we went to school in churches and rented houses.]	0	0
410	F:	[Or was going to close?]	0	0
411	F: %PN	I told you on the phone that I had two Purple Hearts , but they was for the same injuries.	1	1
412	F:	[I was only four years old when I knew my grandmother and grandfather.]	0	0
413	F:	So those two were your favorite hymns --	0	0
414	F: %PN	Because there weren't any White people here to discriminate against anybody?	0	1
415	F:	And that was another reason I wanted to leave Perry, leave the South, leave period, and go in the military	0	0
416	F:	I guess because we were in the same territory every day, you know.	0	0
417	F:	But they cared about people and then they had to go take the school out.	0	0
418	F:	So did you go to Tallahassee to register?	0	0
419	F:	The only grocery store we have now is out at Winn Dixie and I have to ride out there.	0	0
420	F:	My mom is Marie Lafortune, my dad Michael Lafortune and by order of descending I am the oldest, Witchell Lafortune.	0	0
421	F:	His dad name was Jack Kemp , his dad died of an accident.	0	0
422	F:	And he was from Palatka, which he's still living.	0	0
423	F: %PN	"But if I had've been in a US --which ""US” means you was drafted, "" RA” means you volunteered for three years --if I'd've been in for three years, I would have stood another chance when I got back stateside to come back to Vietnam again; another tour."	1	1
424	F:	Did you hear what Petey Green was telling the people in D .C.	0	0
425	F:	"And I said to my little girl, who was two or three years old, well, about three I guess , I said, ""Look, Bonnie, there goes Ms. Vaughn."	0	0
426	F:	No, it's on this same street.	0	0
427	F:	Could you talk a little bit about where we are sitting?	0	0
428	F:	And my uncle, which was his son, came up working with him and learning mechanical skills also; which , he's deceased, that uncle.	0	0
429	F:	Now , is that at attention ?	0	0
430	F:	One time from disciplinary problems ever!	0	0
431	F:	There was a violinist section and an orchestra section and a voice section.	0	0
432	F:	Coach Turner and Mr. Ingram were doing it forty years ago.	0	0
433	F:	"I mean, were there --what I'm asking is, were there things that you didn't do because "" you do not do those things,” were there places where you were not treated like you would've wanted to be treated, or did you feel that everything was pretty much okay?"	0	0
434	F: %PN	[So, and I see a lot of them, and a lot of them expect me to come, because they contact me and let me know that they were going to be here for these three days.]	0	1
435	F:	But you know , during that time, you don't really feel probably what you should be feeling because of the emotions --and of course, these are your buddies and you want to get them out.	0	0
436	F: %PN	Jerkins was like a neighborhood school.	0	1
437	F:	Right now we do have food distribution for the community once a month; we would like to increase that to once a week.	0	0
438	F:	And use it for this project and for educational purposes and things like that.	0	0
439	F:	I really was!	0	0
440	F: %PN	[Having spoken with only a few of the graduates but being around the excitement of last night and today, a lot of people are really happy that this is occurring.]	0	1
441	F:	[They were from Jefferson County, in fact excuse my pride, but I must mention this two brothers married two sisters.]	0	0
442	F:	And do you believe that your community expands far beyond, as you put it, my people specifically to elaborate for this interview African American people?	0	0
443	F: %PN	I would say NESBI and the Club Creole has they've given me that sense of community that I was lacking for a while.	0	1
444	F:	and it was downtown at first and after a while he built the place out here--	0	0
445	F:	Do you feel like so much of it is missing because of integration because it not that sense of community in--	0	0
446	F:	She's been here when Bonnie was a little ol' thing.	0	0
447	F:	I'm glad I was invited.	0	0
448	F:	Well you were trying to protect her.	0	0
449	F: %PN	[and well I learned a lot from her because one thing I remember that I will never forget is we was at assembly and this person sat by another person and they act like they thought that they was better than that person, so they moved and she had them come back and sit down and told him not to you know think he was so much better than her you know?]	1	1
450	F:	So hopefully this is not as clear as mud.	0	0
451	F:	The church that I attend when I was small was New Grove Baptist Church, which was across from the farm we lived on and it was a very--very few --it was a small membership.	0	0
452	F:	Leadership will help you establish the goal, management will help you get to the goal and maintain that goal.	0	0
453	F:	And even though we moved all across this country, most of us come home occasionally	0	0
454	F:	I thought the brownie was basement.	0	0
455	F:	I wasn't considered no big shot, just kinda I worked my way, I didn't just in one day become a mayor.	0	0
456	F:	[Where is Norristown located?]	0	0
457	F:	People were quick to judge, quick to go off their prejudices.	0	0
458	F:	I was very young.	0	0
459	F:	It's kind of hard to say , because these students are like maybe tenth graders .	0	0
460	F:	But that's the parent working with the teacher.	0	0
461	F:	Are you enjoying your extended--we haven't talked about your photography career yet, but I'm assuming you all spend time on what you consider kind of a semi -retirement ?	0	0
462	F: %PN	They was out in the wood line some where.	1	1
463	F:	I think it was this right here.	0	0
464	F:	[Which one were you best at?]	0	0
465	F:	Mary Lewis.	0	0
466	F:	Because we were all slim and trim and the kids in the neighborhood would come by to eat, and eat our food that we didn't want.	0	0
467	F:	This is in Johnson.	0	0
468	F:	I'm one that they cared for.	0	0
469	F:	That this isn't just for the graduates of Jerkins High School 	0	0
470	F:	But my parents really didn't--they didn't really want us to go to get part-time jobs.	0	0
471	F:	I think merit pay is one of the most disgraceful things in the area of education.	0	0
472	F:	So my great-grandfather was Caucasian, and my granddaddy was half.	0	0
473	F:	Because at the time that it was given to Jerkins, that cafeteria was a welding shop with all of the hoods, the electricity outlets, the entire power stations that were needed to run a full-fledge welding shop.	0	0
474	F:	[Because there are a lot of laws that would take our rights.]	0	0
475	F:	But you didn't believe it was right.	0	0
476	F:	She tried to get me to volunteer to go to school , but I was having my PTS , and I didn't think that I could just drop my job and be able to go to school not knowing what changes it might put me through.	0	0
477	F:	I don't know I just like that we had to walk to somewhere, not far from the place, it was near town, to go swimming.	0	0
478	F:	That I think helped to raise her.	0	0
479	F:	That was the Masonic Lodge.	0	0
480	F:	Okay well let me ask you this then.	0	0
481	F:	[Okay, and what was Mr. Turner's philosophy about basketball?]	0	0
482	F: %PN	 I was supposed to stand up and I got my notebook, open my notebook it wasn't-- you don't see anything here do you?	0	1
483	F:	[You've talked about the importance, you wish that they were here to share this experience with you more, and you brought a grandson with you.]	0	0
484	F:	My father was never college educated, but most of my education came from my father.	0	0
485	F:	What were people doing when you heard?	0	0
486	F:	And when she told us where geometry was in Gainesville, the buildings, they couldn't have built the building without a knowledge of geometry.	0	0
487	F:	When I was in Japan, it first started with me having nightmares and headaches.	0	0
488	F:	[Did somebody come in, was there an announcement?]	0	0
489	F:	"""So it's those kinds of moments that people have with their teachers, that they go back now and say, Thank you, doing the process wasn't that great"""""""	0	0
490	F:	He had paid somebody to teach himself voice but I don't think his pocket could afford that, so he had to stop.	0	0
491	F:	It is September 9th, 2011.	0	0
492	F: %PN	So after tagging me and putting me on this plane, this Chinook , we opened up the back doorway to drive a jeep in there, but they had places where you--place you could sit, and also had like where they could put stretchers for guys that was really messed up so bad that they could not sit.	1	1
493	F:	And my sister took piano.	0	0
494	F:	He made us believe that your character was one of the most important elements of your being and that character was more important than any credential you could have on your wall.	0	0
495	F:	I felt something cold , and I was out like a light.	0	0
496	F:	And another thing, too, my birthday was -- and they changed school a lot since I was little.	0	0
497	F:	[I met the person at a dance, he was a Norristown person right.]	0	0
498	F:	[What was his name?]	0	0
499	F:	But I also had a grandmother that was very instrumental in me following into local politics -	0	0
500	F: %PN	So that night after that the guys that was really messed up real bad, the medevac came in and it was like cut off trees there.	1	1
501	F:	and then the background was pretty trees.	0	0
502	F:	So when and where were you born?	0	0
503	F:	It was important in the where it was a privilege	0	0
504	F:	Of course, no medication helped the nightmares.	0	0
505	F: %PN	I have three kids --one by first marriage; Cassandra Clayton and Cornelius Frederick Clayton, which he is in the military; my daughter lives in Gainesville; and one offspring by ex-girlfriend that's thirty-three.	0	1
506	F:	There was separation.	0	0
507	F:	[It's what we were reared on.]	0	0
508	F: %PN	Now, in a Black school I have had teachers who I thought was really out of this world at being good.	1	1
509	F: %PN	[What does that mean for the kids that are here, if the people who have success and were tied of the community in the past and their parents and the best and brightest don't want to come back here?]	0	1
510	F:	Because that's what I drove all this way for I wanted to see-	0	0
511	F:	So, once that was done there became some legal issues that I'm not totally versed in what happened with the Taylor County Improvement Club and it dissolved until the Taylor County Leadership grew out of that with some of the members.	0	0
512	F:	She had this little model eight coupe that had a rumble seat, you know what that is?	0	0
513	F:	At one time it was a very vibrant community.	0	0
514	F:	So do you know anything specifically about what caused the truth commission to come about?	0	0
515	F:	[Nelson was 72, 72; two years older than myself.]	0	0
516	F:	That was over at A. Quinn Jones School now.	0	0
517	F: %PN	They kinda told us what was going on out in the field and stuff.	0	1
518	F:	She was Ms. Thomson then, but they lived up there first and she had boarders.	0	0
519	F:	They don't want to pay you like they pay some of the others and they want to say that you are inferior but when it boils down from the standpoint of learning there's a difference there.	0	0
520	F:	Just saying, any other brothers and sisters.	0	0
521	F: %PN	But the option for University of Florida really stood out because one, the education level and the education they provide, which was really important for me and my parents, just at the University of Florida is held to a standard and it's known for providing quality education.	0	1
522	F:	Now, two children, what were their names?	0	0
523	F: %PN	And then that's when you really hit you that you was not equal or things was not the same.	1	1
524	F:	No, it didn't --we were young, and there was a lot of problems, mother in law problems, stuff.	1	0
525	F:	[Yes down there teaching chemistry, right down the hall.]	0	0
526	F:	[Now, the best you can might not be making all As or all Bs, the best you can might be a C, but they made us feel as proud about a good C well-earned and made us proud about ourselves as long as we were doing our best and giving our all.]	0	0
527	F:	Do you have brothers and sisters?	0	0
528	F:	But she picked out what food, made sure everything was balanced, and 	0	0
529	F:	[And I am speaking with Mr. Dennis who is a member of the school board and also a Jerkins High School graduate.]	0	0
530	F:	[So, it was a in that first year, we had riots, riots, riots, and conflicts, conflicts, commotion.]	0	0
531	F: %PN	[We shared with one another, and we was concerned about one another]	1	1
532	F:	And I went through a lot, because I was denied the medical at the time.	0	0
533	F:	We are behind the quarters.	0	0
534	F:	He was with the railroad.	0	0
535	F:	[Episcopal, Episcopalians.]	0	0
536	F:	My name is Cornelius Clayton Jr., and it's C-	0	0
537	F:	And some of the parents got involved in that.	0	0
538	F:	Well, I think as most African American high schools within this state and even within the nation, the high school was always the central collecting point for all of the African American citizens within that community.	0	0
539	F:	I know we'll have at least one more, and maybe several , but on behalf of the Sam Proctor Oral History Program, and our African American History Project , I want to thank you for taking the time to drive in from Melrose and come in our studio and talk to us.	0	0
540	F:	See him in his uniform either with his cap off or on.	0	0
541	F:	And I think this is a way I try to, the next day, sometime I remember it, sometime I don't.	0	0
542	F:	[There was HEW and the county had a suit against HEW]	0	0
543	F:	So we don't see back when I was there	0	0
544	F:	What was her name?	0	0
545	F:	So, that was there.	0	0
546	F:	I don't know too much about my paternal grandparents.	0	0
547	F:	If it was--I believe that was, I think that's about where it was.	0	0
548	F:	and I guess Idella helped her, wash our clothes, our dresses and things.	0	0
549	F:	Two back-to-back Black Florida high school state football champions, outstanding achievements in the classroom compared to the local school that was not Black, as well.	0	0
550	F:	The Presbyterian Church was just down the street , the old Presbyterian Church, with beautiful, stained windows --All round windows in the sun .	0	0
551	F:	So we'll take a five-ish minute break.	0	0
552	F:	The origins of Black people, they come from what you call the Land of Canaan and they were the descendants of the ancient Israelites.	0	0
553	F:	So, we appreciate you taking the time to visit with us and to listen to us and to talk to some of my crazy classmates I know those guys.	0	0
554	F:	The question was asked about Afro- Americans migrating back to Africa.	0	0
555	F:	I'm Anna Brodrecht from the Oral History Program at the University of Florida.	0	0
556	F: %PN	When I finished school , and I finished school in 1966, and the jobs that was very--you didn't really have to have an education to go in and work.	1	1
557	F:	"Because I could imagine there were days that you felt, ""Why did I have to be Black?”"	0	0
558	F:	You can tell that ; I'm always interested in where people were when important events happened.	0	0
559	F:	And Ms. Roundtree was one of the best, and I'm telling you, and my third grade teacher Ms. Martin.	0	0
560	F:	I guess it goes back to that old saying, was, give a man a fish, feed him for a day.	0	0
561	F:	I've learned so much, and I'm glad you were able to sit down with me and talk to me about this part of your life, so I really appreciate you.	0	0
562	F:	We even had a feed store downtown and that was Mr. and Mrs. Lindsey and their daughter married who became later vice principal out at Santa Fe, Everett, was the name.	0	0
563	F:	It is.	0	0
564	F:	[Who were your mom and dad?]	0	0
565	F:	Well actually, I didn't really listen to the news that much, and I really wasn't into politics , so I really don't know a whole lot, you know, about Johnson.	0	0
566	F:	Or, what were their names and where were they located?	0	0
567	F:	Well, I was working at Shands.	0	0
568	F:	Somewhere to go to but we are not, so we still not free.	0	0
569	F:	What's his name?	0	0
570	F:	Like, why was it so important?	0	0
571	F:	Now you were in the services as well.	0	0
572	F: %PN	[I think we got to realize that you can make a living here like I made a good living here and a bunch of my brothers are still here that made a good living.]	0	1
573	F:	[Paralyzed in one side, and was in a chair.]	0	0
574	F: %PN	Particularly they would recognize outstanding students for whatever they might of benefitted to the school like some was good in band.	1	1
575	F:	The other two ladies are deceased, but Robert Allen, he is still living because he got out of college early, so he was probably teaching us when he was probably like twenty -two.	0	0
576	F:	[Prison like a Black university.]	0	0
577	F:	Just because, I don't know after going through a lot my childhood was a growing process.	0	0
578	F:	[We were in front of FW Woolworth's store.]	0	0
579	F:	People walk by there a lot, and his wife would stay down there with him a lot.	0	0
580	F:	"I said , ""When the teacher brought that in to me, I thought that was the Real McCoy, and she thought it was too and a member of the class thought it was ."	0	0
581	F:	No, I wasn't fixing to go out into it--no, no, that was during Vietnam.	0	0
582	F:	His name was Ernest Magali Jr.	0	0
583	F:	Even while I was applying I knew there were some of them that I applied to that I would never go to because it wasn't convenient for and it wouldn't be convenient for me.	0	0
584	F:	"""So she got so frustrated with him and said, Look, this is it."""""""	0	0
585	F:	And it gave me an opportunity to actually go over and to actually see some of the countries that we were talking about here in school.	0	0
586	F:	He was from Waycross, Georgia.	0	0
587	F: %PN	Well, there were several who were really good friends and when you lived this close together and you trade with them and you speak to them all the time-- now it isn't like that.	0	1
588	F: %PN	So many people talk about Lincoln with such fond memories, was it something special about Lincoln that captured your heart as well especially since you went back?	0	1
589	F:	[And he was an attorney?]	0	0
590	F:	[Well it is exciting because of--this place was a landmark that gave us a sense of pride as a Black community and because of that I just feel like we need to try to keep that heritage going.]	0	0
591	F:	[Why is that?]	0	0
592	F:	But could you go back and describe what it was like to go to school in the places where you went?	0	0
593	F:	You were trained to do the mortars?	0	0
594	F:	[Okay and you were in the glee club?]	0	0
595	F:	It took me months to figure it out but when I did figure it out, what I realized was that there may not be a lot of my people here at UF, but it's really they are!	0	0
596	F:	In fact, one of the gentlemen, Mr. Ingram, was a barber.	0	0
597	F:	What did they see that they had no idea was there?	0	0
598	F:	I had three grandmothers, he was married three times back in the day.	0	0
599	F:	and I became commission officer, I didn't see men of color.	0	0
600	F:	I know you talked about your grandma telling you stories about this, but there are other stories in relation to the truth commissions that she told you in regards to government or the livelihood within that economy?	0	0
601	F:	[Now, we've had kind of some sad statistics inside too.]	0	0
602	F:	So this is the main reason why we in this country and we struggling right on now.	0	0
603	F:	[And this here is a historical marker today, and I'm glad to participate in what's going on here today to show my grandboy just where we started out here, and things like that.]	0	0
604	F:	Which means it needs to be totally refurbished and between now and then our hope is to try to come up with a budget, challenge our people to raise those funds and then let's do it, let's build it, let's establish this.	0	0
605	F:	[Yes, that was her husband.]	0	0
606	F: %PN	So I was trying to make sure that we take care of those families that couldn't afford wanted quality service, wanna make sure we had quality water.	0	1
607	F:	From Homer Smith, which was one of our first professors from way back.	0	0
608	F:	"So she said , ""His daddy won't know about it?”"	0	0
609	F:	It doesn't have the intrigue, the humanity, and the-- what are some more good adjectives?	0	0
610	F:	Yes, yea, the culture in Alabama was definitely different.	0	0
611	F:	[It was argued before the United States Supreme Court, the Taylor County School Board won and all eleven Southern states got their monies back.]	0	0
612	F:	She worked at home but it was a nice thing to go to her home and get our china and silver when we got married.	0	0
613	F:	Well she graduated, she is now in North Carolina as a pharmacist.	0	0
614	F:	Yes it is.	0	0
615	F: %PN	I watched from the way they dressed, how they spoke, their mannerisms, what they taught, the things that they taught us that we would encounter when we became adults, is still with me today.	1	1
616	F:	You know where A. Quinn Jones is?	0	0
617	F:	You indicated you were the vice president of the student council that year -	0	0
618	F:	You know, all up in Melrose, the paraded up in Melrose, and this and that.	0	0
619	F:	And I said this in a seminar that I was doing.	0	0
620	F:	And they still considered that I was married and had two kids , but during that time the war was going on.	0	0
621	F: %PN	They was in the wood line.	1	1
622	F: %PN	The reason why I had this done, like a brother of mine named, he come from Quincy, named John Hughes and he showed me a family reunion where the slave master had about four or five hundred slaves and	0	1
623	F:	So you would say you often interacted with Whites, and what were those interactions like if you did ?	0	0
624	F: %PN	What do you believe the overlying importance of these truth commissions are?	0	1
625	F:	Oh Lord, I'm telling you I don't know the half of what went on in this town.	0	0
626	F:	[And he was not a good candidate for marriage.]	0	0
627	F:	And looking over it all, it was worth while having.	0	0
628	F:	But I was blessed, because I played basketball.	0	0
629	F:	Now, was this , or you volunteered to go?	0	0
630	F: %PN	Okay , so since we was in the crater sitting up there waiting, just take a break before we dig in, they opened up.	1	1
631	F:	[Well it was a surprise, but I enjoyed it and thank you for interviewing me.]	0	0
632	F: %PN	If it he had of been a lady I could have jumped up in his arm and kissed him like it didn't even touch me , because I was afraid if I went back for three and a half months , the way things was going for the United States , that I might of not have made it back.	1	1
633	F:	Six months later, in October of 69, I actually got honorable discharge from the reserve, and went actually into the Air Force.	0	0
634	F:	So he would come back and he apologized, for his actions .	0	0
635	F:	What were you doing there?	0	0
636	F:	But it was a work day .	0	0
637	F:	So it is a very used park and they have gorgeous trees and stuff here.	0	0
638	F:	Long term, we see this facility as being a campus for social service activities from the adult to a preschool.	0	0
639	F:	It was more orientation, I guess, about probably what to expect going over there and telling us about the country.	0	0
640	F:	Yes, I've heard instances where truth commissions were established in Haiti.	0	0
641	F:	It's best just not to talk and spread something that -- you weren't there how do you know	0	0
642	F:	You mentioned you attended University of Florida and was also- you played football there.	0	0
643	F:	The looked at me almost like I was a ghost , because they couldn't believe.	0	0
644	F: %PN	"Like Jerry Lewis say ""Great Ball of Fire.”"	1	1
645	F:	[It wasn't no sense in fighting; just join in and get an education.]	0	0
646	F:	They went to the school board and they protested the school board and one of the school board members, Reverend Kenny Dennis, made the motion and there was a lot of background lobbying and course going along with the other board members.	0	0
647	F:	It was like a country store.	0	0
648	F:	Was it white, was it red, was it green?	0	0
649	F: %PN	The lady Ms. Milton, Liz Milton, she teach history , and they were studying about the Vietnam War.	1	1
650	F:	It was her.	0	0
651	F: %PN	My parents was Jared and Irene Griffin.	1	1
652	F:	And what's his name?	0	0
653	F:	And at the time when he was teaching that to all of us, I didn't really think it was necessary for us to have that added on in physical ed, but I after I went into the military, then I saw where it was very, very useful to me and an asset to my becoming an officer.	0	0
654	F:	So, it was a big thing in our family.	0	0
655	F:	So, I did first grade through twelfth grade where we are today.	0	0
656	F:	Now, that's something you knew how to do because you were with mortars.	0	0
657	F:	Yes ma'am, he writes his name.	0	0
658	F:	[They were Baptists; they came to Norristown, PA They were Baptists, went to a Baptists church]	0	0
659	F: %PN	[Jerkins was a--I call it a centerpiece and a role model for this community.]	0	1
660	F:	No, that was before my time, my parents time .	0	0
661	F:	The books we used were used books given to us from the white high school with missing pages, but they still taught.	0	0
662	F:	Where were those schools at?	0	0
663	F:	She never went to college, and just the family --my dad cooked all the time after he got disabled, after the Vietnam War , he stayed at home and he cooked all the time and even though we didn't have as much money as many people, like you said it was always something to eat, always.	0	0
664	F:	Well my daddy had died before I was two years old.	0	0
665	F:	I wasn't going through that a second time.	0	0
666	F:	What was their reaction to you talking about Vietnam?	0	0
667	F:	But she would fill us in on the things that we needed to know that wasn't there in the books sometimes.	0	0
668	F:	And while I was working there I always got --I'll stand in evaluation.	0	0
669	F:	[In that she was checking on each of us, our wellbeing, our disposition.]	0	0
670	F:	[This Marna Weston with the Proctor Oral History Program.]	0	0
671	F:	There I had some other relatives that you see, not just in my family but in this community, that if something happens, some type of tragedy where the family got sick, unable to take care of them because of financial situation, or some other unforeseen things; like drugs, when some family members get on drugs.	0	0
672	F:	[and how I have never gone to any of the southern states and that was the reason I had never gone, I had been invited by friends, many of the friends in Norristown had come from the southern states mainly South Carolina and Alabama, and of course they invite you to come over with them in the summer time, but I never wanted to go down south.]	0	0
673	F:	Without having any of what I'm speaking for negative, from the negative point, from not having prisons.	0	0
674	F:	What was the nature of the report?	0	0
675	F:	So he was going to blame it on the Black man, and Ms. Bonnie Collins stepped in and caught him.	0	0
676	F:	The terrain over there is very hilly and is valleys , and you don't want to get down in the valley because they can surround you, and you won't come out alive.	0	0
677	F:	"That's one of the reason my family say, ""We want you to be in this room and see and know who your kin are, so you don't end up trying to court them. ”"	1	0
678	F:	I had to take that in faith and act upon it because I couldn't see what was ahead.	0	0
679	F: %PN	[Because a lot of people talk about how when Eisenhower was president, when Kennedy was president, when the president said something, you just believed it.]	0	1
680	F:	I did have algebra, but I mean it was a separate class itself.	0	0
681	F:	So they were smokin' in my room, anyway,	0	0
682	F:	This is Rykia Jackson with the Samuel Procter Oral History program.	0	0
683	F:	[Because she was like a, like my mother.]	0	0
684	F:	It was one really bad one.	0	0
685	F:	Okay , and were you born in a hospital or at home or?	0	0
686	F:	For a long time I didn't go but once I started I never want to miss it.	0	0
687	F:	[Willow Street is north of here, approximately two miles.]	0	0
688	F: %PN	She told us it was one thing we was going to do and that was graduate from high school and go to college.	1	1
689	F:	His base is Jerkins.	0	0
690	F:	You know this is and someone said today this is really a family reunion.	0	0
691	F:	It means so much, if you listen to the words of the song.	0	0
692	F:	I took piano lessons and my duty was to sit at that piano and play every hymn on the first hundred pages, twice.	0	0
693	F:	Your job is to go to school, get your education, and better yourself for tomorrow.”	0	0
694	F:	I was born when they were still in high school.	0	0
695	F:	Oh she drove up here this morning?	0	0
696	F: %PN	No I wasn't, but when I got --I think I took a trade two years with which was a three hour credit each time.	0	1
697	F:	I was just reading about the Korean War the other day.	0	0
698	F: %PN	But anyway, the enemy had got killed and it was quite a few of them, and they was just rotten and bloated and stuff.	1	1
699	F:	My idea would have been to finish high school, go straight into college, get a degree, and go out and work.	0	0
700	F:	Because for one thing, I was a picky eater, so I didn't like sandwiches every day.	0	0
701	F: %PN	[Well just basics, just celebrating with them, encouraging with them to communicate and reflect on their past, and be able to recognize where we are today, and basically try to be of encouragement to each other.]	0	1
702	F:	I was telling you about my --that's my breakdown on my percentages .	0	0
703	F:	We was going set up that night , and the enemy let us walk right down.	1	0
704	F:	Freedom is when you have your own land, your own jobs, your business, your industry, your factories, your own education, your own religion with God here of course.	0	0
705	F:	It was a learning experience and on Saturdays my mother would start brushing hair at seven o'clock	0	0
706	F: %PN	"You could go in the front and pay for your mechanic work, but on the side was the bathroom; it said ""Colored. ”"	0	1
707	F:	[And no help, no thing, just and Perry is, you don't have really no real justice here.]	0	0
708	F:	Oh Lord I was in trouble.	0	0
709	F:	And my older brother wasn't interested in that.	0	0
710	F:	She was just like a member of the family.	0	0
711	F:	How did you come from Madison County here to Jerkins?	0	0
712	F:	That was really good down there.	0	0
713	F:	[Do you remember where you were when you first heard that Jerkins High was gonna be closed?]	0	0
714	F:	"And I talked to somebody earlier that said one thing that they learned from Jerkins was ""take hold of every opportunity,” because you have second-hand books that--"	0	0
715	F:	Is there anybody in particular that you would like to see at this dedication and reunion?	0	0
716	F:	well we went to South Florida with the idea that he was going to play soccer and we carried him up to Connecticut, Yukon.	0	0
717	F:	Like I said, the dentist that I knew was my uncle, on my dad's side.	0	0
718	F:	And I always wanted to be a concert pianist in elementary school, high school.	0	0
719	F:	Well, Taylor County Leadership is a 501(c)(3) organization.	0	0
720	F:	and I feel like in any other community it would've been harder for me to make as much progress as I did in the time I did if I weren't surrounded by those people.	0	0
721	F:	That was one of the goals that we set out to do is to awaken that spirit, to get people to reinvest emotionally in the facility and we all know that people's emotions will dictate where their funds go and their feelings will dictate where their interest and heart will go.	0	0
722	F:	Because everybody wasn't hired that way.	0	0
723	F:	[And what are their names?]	0	0
724	F:	Qs were the gentlemen that stood for what we called the we were the salt of the earth.	0	0
725	F:	"""He said, Yes, it was right the first time."""""""	0	0
726	F:	[But I had no money, because the money was always being used for prescription drugs, right.]	0	0
727	F:	Her husband was an engineer at the railroad and they lived up two or three houses down, which their house is not there anymore, but they lived right down there and she had a sidewalk all the way to the doctor, the drug store, the post office, those are the major things.	0	0
728	F:	A little bit later, the school was then converted into an auxiliary to the vo-tech center here in the county.	0	0
729	F:	and he was kind of rough on clothes too.	0	0
730	F:	[And my next uh daughter is Lindora Stoneworth Harris, and my uh third Daughter is Ethel Brown, and my youngest daughter is Flora Cecilia Stoneworth.]	0	0
731	F:	There was always something at home to eat.	0	0
732	F:	So with that conditioning and then my auntie, she worked with John Lossoridge grandmother up in Boyd, which is the Lossoridge, one of the richest families here in Taylor County, was the richest in Taylor County.	0	0
733	F:	Is it something about me that's not in anybody else, or--this doesn't seem right.	0	0
